occurrence_no,record_type,reid_no,flags,collection_no,accepted_name,accepted_attr,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,reference_no,phylum,class,order,family,genus,taxon_environment,environment_basis,motility,life_habit,vision,diet,reproduction,ontogeny,lng,lat,paleomodel,paleolng,paleolat,geoplate,formation,stratgroup,member,stratscale,zone,localsection,localbed,localorder,regionalsection,regionalbed,regionalorder,stratcomments,lithdescript,lithology1,lithadj1,lithification1,minor_lithology1,fossilsfrom1,lithology2,lithadj2,lithification2,minor_lithology2,fossilsfrom2,environment,tectonic_setting,geology_comments
604286,occ,18360,,64352,Pachyrhinosaurus canadensis,,species,66023,Late Campanian,Early Maastrichtian,83.5,66,18562,Chordata,Ornithischia,,Ceratopsidae,Pachyrhinosaurus,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-113.008003,50.189499,gp_mid,-68.26,61.34,101,St. Mary River,,,bed,,,,,,,,"originally ""lower member of Edmonton Fm.""",,claystone,concretionary,,sandy,Y,,,,,,terrestrial indet.,,
604471,occ,,,64398,Monoclonius,,genus,38857,Campanian,,83.6,72.1,18594,Chordata,Ornithischia,,Ceratopsidae,Monoclonius,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-110.449997,48.999722,gp_mid,-65.76,58.82,101,,Belly River,,bed,,,,,,,,,,not reported,,,,,,,,,,terrestrial indet.,,
604472,occ,33689,,64399,Monoclonius crassus,,species,54486,Late Campanian,,83.5,70.6,62727,Chordata,Ornithischia,,Ceratopsidae,Monoclonius,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-110.575104,49.3601,gp_mid,-65.78,59.42,101,Oldman,Belly River,,bed,,,,,,,,,,not reported,,,,,,,,,,terrestrial indet.,,
604473,occ,,,64400,Chasmosaurus russelli,,species,66020,Late Campanian,,83.5,70.6,18595,Chordata,Ornithischia,,Ceratopsidae,Chasmosaurus,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-110.482399,49.141899,gp_mid,-65.85,59.2,101,Dinosaur Park,Belly River,,bed,,,,,,,,,,not reported,,,,,,,,,,terrestrial indet.,,
604474,occ,31787,,64401,Chasmosaurus,,genus,38855,Campanian,,83.6,72.1,14101,Chordata,Ornithischia,,Ceratopsidae,Chasmosaurus,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-110.5933,49.112801,gp_mid,-65.84,58.96,101,,Belly River,,bed,,,,,,,,,,not reported,,,,,,,,,,terrestrial indet.,,
604475,occ,31788,,64402,Chasmosaurus russelli,,species,66020,Late Campanian,,83.5,70.6,14101,Chordata,Ornithischia,,Ceratopsidae,Chasmosaurus,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-108.138603,51.557201,gp_mid,-61.06,60.72,101,Oldman,Belly River,,bed,,,,,,,,,,not reported,,,,,,,,,,terrestrial indet.,,
606103,occ,,,64629,Anchiceratops ornatus,,species,63447,Late Campanian,Maastrichtian,83.5,66,18646,Chordata,Ornithischia,,Ceratopsidae,Anchiceratops,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-112.958298,51.746399,gp_mid,-66.74,62.72,101,,Edmonton,,bed,,,,,,,,,,not reported,,,,,,,,,,terrestrial indet.,,
613059,occ,,,65827,Centrosaurus apertus,,species,63911,Late Campanian,,83.5,70.6,18896,Chordata,Ornithischia,,Ceratopsidae,Centrosaurus,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-111.524582,50.727234,gp_mid,-65.73,60.92,101,Dinosaur Park,Belly River,,bed,,,,,,,,"ETE dating method: time_unit, ETE age comment: . radiometric intage_max, radiometric intage_min; 5.6 m below BB 91a","ETE rock type adj: 0, ETE lithology comments: 0",sandstone,,,,Y,,,,,,channel lag,,"ETE sed env 1: fluvial, ETE sed env 2: chan_bar ETE event: flood, ETE env comment: 0"
613612,occ,,,65895,Centrosaurus apertus,,species,63911,Late Campanian,,83.5,70.6,18896,Chordata,Ornithischia,,Ceratopsidae,Centrosaurus,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-111.516602,50.741699,gp_mid,-65.7,60.93,101,Dinosaur Park,Belly River,,bed,,,,,,,,,,sandstone,,,,Y,,,,,,channel lag,,
613645,occ,,,65901,Centrosaurus apertus,,species,63911,Late Campanian,,83.5,70.6,18896,Chordata,Ornithischia,,Ceratopsidae,Centrosaurus,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-111.519699,50.769199,gp_mid,-65.68,60.95,101,Dinosaur Park,Belly River,,bed,,,,,,,,,,mudstone,,,,Y,,,,,,crevasse splay,,
613646,occ,,,65903,Centrosaurus apertus,,species,63911,Late Campanian,,83.5,70.6,18896,Chordata,Ornithischia,,Ceratopsidae,Centrosaurus,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-111.527802,50.772099,gp_mid,-65.69,60.96,101,Dinosaur Park,Belly River,,bed,,,,,,,,,,sandstone,,,,Y,,,,,,channel lag,,
613656,occ,18666,,65904,Centrosaurus apertus,,species,63911,Late Campanian,,83.5,70.6,18896,Chordata,Ornithischia,,Ceratopsidae,Centrosaurus,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-111.435402,50.763401,gp_mid,-65.59,60.93,101,Dinosaur Park,Belly River,,bed,,,,,,,,,,mudstone,,,,Y,sandstone,,,"silty,carbonaceous",,crevasse splay,,
613658,occ,18665,,65906,Centrosaurus apertus,,species,63911,Late Campanian,,83.5,70.6,18896,Chordata,Ornithischia,,Ceratopsidae,Centrosaurus,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-111.4254,50.763302,gp_mid,-65.58,60.92,101,Dinosaur Park,Belly River,,bed,,,,,,,,,,mudstone,,,,Y,sandstone,,,"silty,carbonaceous",,crevasse splay,,
613660,occ,,,65908,Centrosaurus apertus,,species,63911,Late Campanian,,83.5,70.6,18896,Chordata,Ornithischia,,Ceratopsidae,Centrosaurus,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-111.596199,50.826698,gp_mid,-65.72,61.03,101,Dinosaur Park,Belly River,,bed,,,,,,,,,,mudstone,,,,Y,,,,,,crevasse splay,,
613683,occ,18491,,65924,Centrosaurus apertus,,species,63911,Late Campanian,,83.5,70.6,18896,Chordata,Ornithischia,,Ceratopsidae,Centrosaurus,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-111.5187,50.743,gp_mid,-65.7,60.93,101,Dinosaur Park,Belly River,,bed,,,,,,,,,,sandstone,,,,Y,,,,,,channel lag,,
613684,occ,,,65925,Centrosaurus apertus,,species,63911,Late Campanian,,83.5,70.6,18896,Chordata,Ornithischia,,Ceratopsidae,Centrosaurus,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-111.409302,50.751499,gp_mid,-65.57,60.91,101,Dinosaur Park,Belly River,,bed,,,,,,,,,,sandstone,,,,Y,,,,,,channel lag,,
613688,occ,,,65926,Centrosaurus apertus,,species,63911,Late Campanian,,83.5,70.6,18896,Chordata,Ornithischia,,Ceratopsidae,Centrosaurus,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-111.490303,50.7612,gp_mid,-65.66,60.94,101,Dinosaur Park,Belly River,,bed,,,,,,,,,,mudstone,,,,Y,,,,,,crevasse splay,,
613689,occ,18492,,65927,Centrosaurus apertus,,species,63911,Late Campanian,,83.5,70.6,18896,Chordata,Ornithischia,,Ceratopsidae,Centrosaurus,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-111.404099,50.751598,gp_mid,-65.56,60.91,101,Dinosaur Park,Belly River,,bed,,,,,,,,,,sandstone,,,,Y,,,,,,channel lag,,
613690,occ,,,65928,Centrosaurus apertus,,species,63911,Late Campanian,,83.5,70.6,18896,Chordata,Ornithischia,,Ceratopsidae,Centrosaurus,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-111.489403,50.755501,gp_mid,-65.66,60.93,101,Dinosaur Park,Belly River,,bed,,,,,,,,,,sandstone,,,,Y,,,,,,channel lag,,
613691,occ,20167,,65929,Centrosaurus apertus,,species,63911,Late Campanian,,83.5,70.6,26153,Chordata,Ornithischia,,Ceratopsidae,Centrosaurus,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-111.575401,50.794701,gp_mid,-65.73,60.99,101,Dinosaur Park,Belly River,,bed,,Dinosaur Park,20,bottom to top,,,,20 m above Dinosaur Park/Oldman contact,,sandstone,,,,Y,,,,,,channel lag,,
613692,occ,,,65931,Centrosaurus apertus,,species,63911,Late Campanian,,83.5,70.6,18896,Chordata,Ornithischia,,Ceratopsidae,Centrosaurus,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-111.473801,50.753601,gp_mid,-65.64,60.93,101,Dinosaur Park,Belly River,,bed,,,,,,,,,,sandstone,,,,Y,,,,,,channel lag,,
613693,occ,,,65932,Centrosaurus apertus,,species,63911,Late Campanian,,83.5,70.6,18896,Chordata,Ornithischia,,Ceratopsidae,Centrosaurus,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-111.471397,50.754002,gp_mid,-65.64,60.93,101,Dinosaur Park,Belly River,,bed,,Dinosaur Park,5.232,bottom to top,,,,,,sandstone,,,,Y,,,,,,channel lag,,
626784,occ,,,67612,Arrhinoceratops brachyops,,species,63401,Late Campanian,Early Maastrichtian,83.5,66,19269,Chordata,Ornithischia,,Ceratopsidae,Arrhinoceratops,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-112.875389,51.610523,gp_mid,-66.78,62.58,101,Horseshoe Canyon,Edmonton,,bed,,,,,,,,,"""a layer of white sandstone""",sandstone,white,lithified,,Y,,,,,,terrestrial indet.,,
627841,occ,,,45240,Ceratopsidae,,family,38851,Middle Campanian,,83.5,70.6,19348,Chordata,Ornithischia,,Ceratopsidae,,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-111.511536,50.752384,gp_mid,-65.69,60.94,101,Oldman,Belly River,,bed,,DPP-Brinkman,-17.5,bottom to top,,,,"Microvertebrate sites of Brinkman (1990) are ""...placed in stratigraphic sequence by reference to a disconformity located about sixty meters below the base of the Lethbridge Coal (Eberth, 1990). The stratigraphic position of each site is expressed in terms of meteres above or below the disconformity (Fig. 2, Brinkman, 1990)."" ","""Microfossils occur in two stacked, poorly-sorted and graded tabular units of silty sandstone...the lowermost unit is 75 cm thick. Well-rounded, platy to oval mudstones intraclasts, some as large as 7 cm in their maximum dimensions, are abundant throughout the unit...Disarticulated unionid valves and gastropod shells are present. The larger unionids are rare and are restricted to the lower portion of the unit while the gastropods are abundant throughout the deposit."" (Eberth 1990)",sandstone,"tabular,""cross stratification"",lag,pebbly,intraclastic",,silty,,,,,,,"""channel""",,"Characterized as in-channel, coastal plain. Facies association = trough cross-stratified sandstones. Upper flow-regime, tractional plane beds fromed during flood stage. Lag deposits, or plane bed deposits that show horizontal-planar stratification, bed thicknesses exceeding single pebble diameters, normal graded or fining upward texture, and matrix-supported clasts. The disconformity in southern Alberta records a Cordilleran uplift event west of the Park."
628156,occ,,,46953,Ceratopsidae,,family,38851,Late Campanian,,83.5,70.6,19348,Chordata,Ornithischia,,Ceratopsidae,,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-111.491814,50.737179,gp_mid,-65.68,60.92,101,Dinosaur Park,Belly River,,bed,,,,,,,,,,sandstone,,,,Y,,,,,,channel lag,,
629753,occ,,,67869,Ceratopsidae,,family,38851,Late Campanian,,83.5,70.6,19348,Chordata,Ornithischia,,Ceratopsidae,,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-111.517288,50.740089,gp_mid,-65.71,60.93,101,Dinosaur Park,Belly River,,bed,,Dinosaur Park,0,bottom to top,,,,,,sandstone,"""cross stratification""",,,Y,,,,,,"""channel""",,
629760,occ,,,67870,Ceratopsidae,,family,38851,Late Campanian,,83.5,70.6,19348,Chordata,Ornithischia,,Ceratopsidae,,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-111.478508,50.738411,gp_mid,-65.66,60.92,101,Dinosaur Park,Belly River,,bed,,Dinosaur Park,37,bottom to top,,,,,,sandstone,"""cross stratification""",,,Y,,,,,,"""channel""",,
629766,occ,,,67871,Ceratopsidae,,family,38851,Late Campanian,,83.5,70.6,19348,Chordata,Ornithischia,,Ceratopsidae,,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-111.507179,50.730202,gp_mid,-65.7,60.92,101,Dinosaur Park,Belly River,,bed,,Dinosaur Park,15,bottom to top,,,,,,sandstone,"""cross stratification""",,,Y,,,,,,"""channel""",,
629775,occ,,,67872,Ceratopsidae,,family,38851,Late Campanian,,83.5,70.6,19348,Chordata,Ornithischia,,Ceratopsidae,,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-111.524689,50.755878,gp_mid,-65.7,60.94,101,Dinosaur Park,Belly River,,bed,,Dinosaur Park,0,bottom to top,,,,,,sandstone,"""cross stratification""",,,Y,,,,,,"""channel""",,
629782,occ,,,67873,Ceratopsidae,,family,38851,Late Campanian,,83.5,70.6,19348,Chordata,Ornithischia,,Ceratopsidae,,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-111.304665,50.843811,gp_mid,-65.36,60.96,101,Dinosaur Park,Belly River,,bed,,Dinosaur Park,15,bottom to top,,,,,,sandstone,"""cross stratification""",,,Y,,,,,,"""channel""",,
629791,occ,,,67874,Ceratopsidae,,family,38851,Late Campanian,,83.5,70.6,19348,Chordata,Ornithischia,,Ceratopsidae,,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-111.371368,50.757702,gp_mid,-65.52,60.9,101,Dinosaur Park,Belly River,,bed,,Dinosaur Park,52,bottom to top,,,,,,sandstone,"""cross stratification""",,,Y,,,,,,"""channel""",,
629817,occ,,,67875,Ceratopsidae,,family,38851,Late Campanian,,83.5,70.6,19348,Chordata,Ornithischia,,Ceratopsidae,,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-111.304665,50.843807,gp_mid,-65.36,60.96,101,Dinosaur Park,Belly River,,bed,,Dinosaur Park,54,bottom to top,,,,,,,,,,,,,,,,terrestrial indet.,,
629820,occ,,,67876,Ceratopsidae,,family,38851,Late Campanian,,83.5,70.6,19348,Chordata,Ornithischia,,Ceratopsidae,,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-111.486366,50.724751,gp_mid,-65.68,60.91,101,Dinosaur Park,Belly River,,bed,,Dinosaur Park,54,bottom to top,,,,,,,,,,,,,,,,terrestrial indet.,,
629824,occ,,,67877,Ceratopsidae,,family,38851,Late Campanian,,83.5,70.6,19348,Chordata,Ornithischia,,Ceratopsidae,,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-111.468239,50.724827,gp_mid,-65.66,60.9,101,Dinosaur Park,Belly River,,bed,,Dinosaur Park,61,bottom to top,,,,,,,,,,,,,,,,terrestrial indet.,,
629895,occ,,,67880,Ceratopsidae,,family,38851,Middle Campanian,,83.5,70.6,19348,Chordata,Ornithischia,,Ceratopsidae,,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-110.075409,50.73262,gp_mid,-64.03,60.53,101,Oldman,Belly River,,bed,,Dinosaur Park,-3,bottom to top,,,,,,sandstone,"""cross stratification""",,,Y,,,,,,"""channel""",,
629914,occ,,,67881,Ceratopsidae,,family,38851,Late Campanian,,83.5,70.6,19348,Chordata,Ornithischia,,Ceratopsidae,,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-110.385658,51.438782,gp_mid,-63.75,61.25,101,Dinosaur Park,Belly River,,bed,,Dinosaur Park,7,bottom to top,,,,,,sandstone,"""cross stratification""",,,Y,,,,,,"""channel""",,
629931,occ,,,67882,Ceratopsidae,,family,38851,Late Campanian,,83.5,70.6,19348,Chordata,Ornithischia,,Ceratopsidae,,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-110.385696,51.436085,gp_mid,-63.75,61.24,101,Dinosaur Park,Belly River,,bed,,Dinosaur Park,12,bottom to top,,,,,,sandstone,"""cross stratification""",,,Y,,,,,,"""channel""",,
629940,occ,,,67883,Ceratopsidae,,family,38851,Late Campanian,,83.5,70.6,19348,Chordata,Ornithischia,,Ceratopsidae,,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-110.388481,51.46669,gp_mid,-63.73,61.27,101,Dinosaur Park,Belly River,,bed,,Dinosaur Park,22,bottom to top,,,,,,sandstone,"""cross stratification""",,,Y,,,,,,"""channel""",,
629948,occ,,,67884,Ceratopsidae,,family,38851,Middle Campanian,,83.5,70.6,19348,Chordata,Ornithischia,,Ceratopsidae,,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-110.088921,50.73003,gp_mid,-64.05,60.53,101,Oldman,Belly River,,bed,,Dinosaur Park,-8,bottom to top,,,,,"""contorted siltstone/samdstone""",sandstone,,,,Y,siltstone,,,,Y,crevasse splay,,
629969,occ,,,67885,Ceratopsidae,,family,38851,Late Campanian,,83.5,70.6,19348,Chordata,Ornithischia,,Ceratopsidae,,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-109.166664,52.449722,gp_mid,-61.39,61.81,101,Dinosaur Park,Belly River,,bed,,Dinosaur Park,10,bottom to top,,,,,,,,,,,,,,,,terrestrial indet.,,
629974,occ,,,67892,Ceratopsidae,,family,38851,Middle Campanian,,83.5,70.6,19348,Chordata,Ornithischia,,Ceratopsidae,,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-111.408257,50.751221,gp_mid,-65.57,60.91,101,Oldman,Belly River,,bed,,Dinosaur Park,-10,,,,,,,,,,,,,,,,,terrestrial indet.,,
629979,occ,,,67893,Centrosaurus,,genus,38854,Late Campanian,,83.5,70.6,19348,Chordata,Ornithischia,,Ceratopsidae,Centrosaurus,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-111.457657,50.772888,gp_mid,-65.61,60.94,101,Dinosaur Park,Belly River,,bed,,Dinosaur Park,22,bottom to top,,,,,,,,,,,,,,,,terrestrial indet.,,
629989,occ,,,67894,Ceratopsidae,,family,38851,Late Campanian,,83.5,70.6,19348,Chordata,Ornithischia,,Ceratopsidae,,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-111.513901,50.754761,gp_mid,-65.69,60.94,101,Dinosaur Park,Belly River,,bed,,Dinosaur Park,22,bottom to top,,,,,,,,,,,,,,,,terrestrial indet.,,
632115,occ,,,47787,Pachyrhinosaurus,,genus,38858,Late Campanian,,83.5,70.6,19442,Chordata,Ornithischia,,Ceratopsidae,Pachyrhinosaurus,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-151,70,gp_mid,-97.73,86.96,103,Prince Creek,Colville,Kogosukruk Tongue,member,,,,,,,,,"""Dinosaur-bearing sediments crop out in bluffs (Fig. 1) along the Coville River (4,5) and are part of the type section of the upper Kogosukruk Tongue, Prince Creek Formation, upper Colville Group (6). This unit is composed of delta plain silts, channel sands, local stringers of coal, beds of tephra, and nearshore marine sands and silts (7)."" (pg. 1608).",siltstone,"paleosol/pedogenic,concretionary,brown",poorly lithified,carbonaceous,Y,,,,,,delta plain,,"""The bone bed shows an abrupt lateral facies change northward into a lighter colored siltstone that contains no bones and has markedly less plant debris. Three other bone-bearing horizons consist of similar carbonaceous, dark brown siltstones with concretions, these three organic-rich beds and the Liscomb bone bed are thought to represent soils (8). The remaining two bone-bearing horizons are in sand and represent fluvial channel lag deposits (8). All of the bone beds are laterally discontinuous, ranging from 25 m to more than 100 m in horizontal extant (8)."" (pg. 1608)."
632182,occ,,,68002,Ceratopsidae,,family,38851,Late Campanian,,83.5,70.6,11752,Chordata,Ornithischia,,Ceratopsidae,,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-103.169876,29.104792,gp_mid,-68.73,38.48,101,Aguja,,Upper Shale,bed,,,,,,,,,"""carbonate-cemented, pedogenic-nodule, sandstone conglomerates containing numerous clasts of clay, pedogenic nodules...""",conglomerate,"paleosol/pedogenic,intraclastic",,sandy,Y,,,,,,channel lag,,"""lag deposits from the base of fluvial channels"""
632201,occ,,,68006,Ceratopsidae,,family,38851,Late Campanian,,83.5,70.6,11752,Chordata,Ornithischia,,Ceratopsidae,,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-103.169876,29.104792,gp_mid,-68.73,38.48,101,Aguja,,Upper Shale,bed,,,,,,,,,"""carbonate-cemented, pedogenic-nodule, sandstone conglomerates containing numerous clasts of clay, pedogenic nodules...""",conglomerate,"paleosol/pedogenic,intraclastic",,sandy,Y,,,,,,channel lag,,"""lag deposits from the base of fluvial channels"""
634421,occ,,,68256,Centrosaurinae,,subfamily,53953,Late Campanian,,83.5,70.6,19634,Chordata,Ornithischia,,Ceratopsidae,,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-110.848335,31.696114,gp_mid,-76.06,42.92,101,Fort Crittenden,,"""shale""",member,,,,,,,,,"""fine-grained strata, principally mudrocks and silty mudrocks, are interbedded, repetitively, with subordinate amounts of siltstone and mudstone.""",mudstone,,,,Y,siltstone,,,,,terrestrial indet.,,
641349,occ,19038,,69151,Albertaceratops nesmoi,,species,94776,Middle Campanian,,83.5,70.6,19935,Chordata,Ornithischia,,Ceratopsidae,Albertaceratops,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-110.862686,49.120899,gp_mid,-66.31,59.28,101,Oldman,Belly River,,bed,,,,,,,,"lower part of formation, approx. 9 m above contact with Foremost Fm.",,not reported,,,,,,,,,,terrestrial indet.,,
641358,occ,18990,,69152,Albertaceratops nesmoi,,species,94776,Middle Campanian,,83.5,70.6,19935,Chordata,Ornithischia,,Ceratopsidae,Albertaceratops,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-110.562073,48.945168,gp_mid,-66.1,59.04,101,Judith River,Montana,McClelland Ferry,bed,,,,,,,,approx. 77.5 Ma,,not reported,,,,,,,,,,terrestrial indet.,,
646263,occ,,,69799,Chasmosaurinae,,subfamily,52773,Late Campanian,,83.5,70.6,23422,Chordata,Ornithischia,,Ceratopsidae,,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-111.860275,37.629166,gp_mid,-74.62,48.83,101,Kaiparowits,,,bed,,GS-ENM,320,bottom to top,,,,320 m above base of formation,"""a three meter thick fining-upwards sequence of muddy, fine-grained sandstone grading into a mollusk rich silty mudstone, with bones concentrated in the lower 0.8 meters.",sandstone,fine,,argillaceous,Y,mudstone,,,silty,,dry floodplain,,dry floodplain followed by overbank flooding event
692610,occ,19603,,74657,Centrosaurus apertus,,species,63911,Late Campanian,,83.5,70.6,17543,Chordata,Ornithischia,,Ceratopsidae,Centrosaurus,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-111.620445,50.823467,gp_mid,-65.75,61.03,101,Dinosaur Park,Belly River,,bed,,,,,,,,"""Belly River"" series",,not reported,,,,,,,,,,terrestrial indet.,,
698392,occ,,,75030,Chasmosaurinae,,subfamily,52773,Middle Campanian,Late Campanian,83.5,70.6,25308,Chordata,Ornithischia,,Ceratopsidae,,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-107.833336,50.5,gp_mid,-61.67,59.69,101,Judith River,Montana,,group of beds,,,,,,,,"""at the base of exposures...approximately 3 m in thickness""","""soft, grey sandstone""",sandstone,gray,poorly lithified,,,,,,,,coastal indet.,,"""nearshore environment"""
703167,occ,,,75476,Monoclonius,,genus,38857,Late Campanian,,83.5,70.6,25474,Chordata,Ornithischia,,Ceratopsidae,Monoclonius,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-111.488899,50.757,gp_mid,-65.66,60.94,101,Dinosaur Park,Belly River,,bed,,,,,,,,originally listed as Oldman Fm.,,,,,,,,,,,,terrestrial indet.,,
715473,occ,20122,,76715,Pentaceratops sternbergii,,species,55033,Late Campanian,Early Maastrichtian,83.5,66,25955,Chordata,Ornithischia,,Ceratopsidae,Pentaceratops,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-108.846741,40.031628,gp_mid,-70.51,50.84,101,Williams Fork,,,bed,,,,,,,,correlated to between the Baculites baculus and Exiteloceras jennyi ammonite zones,,not reported,,,,,,,,,,terrestrial indet.,,
719964,occ,,,77259,Styracosaurus albertensis,,species,56144,Late Campanian,,83.5,70.6,26153,Chordata,Ornithischia,,Ceratopsidae,Styracosaurus,terrestrial,,actively mobile,ground dwelling,,herbivore,"oviparous, dispersal=direct/internal,mobile","accretion,modification of parts",-110.243889,48.026382,gp_mid,-66.46,58.12,101,Dinosaur Park,Belly River,,bed,,Dinosaur Park,50,bottom to top,,,,"near top of formation, < 10 m below Lethbridge Coal Zone; stratigraphic level estimated from Fig. 4 in ref 26153","""A fine-grained, friable shale with the bones coated in a thin, but extremely hard, ironstone""","""shale""","fine,ferruginous",poorly lithified,,Y,,,,,,terrestrial indet.,,
