field_1,siteID,collection,lng,lat,objectid,id,dir,length,linkid,country,juriscode,jurisname,roadnum,roadname,admin,surface,lanes,speedlim,class,nhs,border,shape_Leng,n,distance,feature_x,feature_y,nearest_x,nearest_y
"1243","7057","61629",-112.930999999999997,51.689000000000000,"253864","29866","0",10.830000000000000,01_29866,"1",01_48,Alberta,"27",Highway 27,Provincial,Paved,"3","80","2",0.000000000000000,"0",17432.940543901473575,"1",4222.895627134415008,-1108889.446408664574847,1477218.583354215603322,-1110197.132031971821561,1473203.261973769636825
"1244","7223","96457",-112.590000000000003,51.399999999999999,"253886","29809","0",2.680000000000000,01_29809,"1",01_48,Alberta,"10",Highway 10,Provincial,Paved,"2","80","2",0.000000000000000,"0",4283.716194463284410,"1",167.842339987124859,-1092669.032233890611678,1440000.095300318440422,-1092727.762854703702033,1439842.863734558923170
"1245","7057","135743",-112.882999999999996,51.996000000000002,"63239","29881","0",6.420000000000000,01_29881,"1",01_48,Alberta,"56",Highway 56,Provincial,Paved,"2","80","2",0.000000000000000,"0",10427.095039786921916,"1",10714.658713276223352,-1099427.028870515292510,1511946.927628679899499,-1088879.123851452255622,1510063.948326932033524
"1246","7057","135741",-112.882999999999996,51.996000000000002,"63239","29881","0",6.420000000000000,01_29881,"1",01_48,Alberta,"56",Highway 56,Provincial,Paved,"2","80","2",0.000000000000000,"0",10427.095039786921916,"1",10714.658713276223352,-1099427.028870515292510,1511946.927628679899499,-1088879.123851452255622,1510063.948326932033524
"1247","7056","51965",-113.004999999999995,51.789999999999999,"253921","29908","0",9.720000000000001,01_29908,"1",01_48,Alberta,"21",Highway 21,Provincial,Paved,"2","80","2",0.000000000000000,"0",15710.180386827465554,"1",15517.243934836578774,-1111578.676733186934143,1489696.940290152095258,-1126839.995649926597252,1492503.540413929382339
"1248","7391","48624",-111.799999999999997,50.899999999999999,"63258","29525","0",12.859999999999999,01_29525,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",20426.334411487259786,"1",6700.164828966693676,-1050840.593140627956018,1373399.215895313071087,-1057274.633452842943370,1375268.797130808001384
"1249","7057","191401",-112.888000000000005,51.645000000000003,"253864","29866","0",10.830000000000000,01_29866,"1",01_48,Alberta,"27",Highway 27,Provincial,Paved,"3","80","2",0.000000000000000,"0",17432.940543901473575,"1",655.064545881486083,-1107014.236718460218981,1471655.739552343729883,-1106561.134917334653437,1472128.823389615397900
"1250","6892","52655",-112.183000000000007,52.491999999999997,"254280","30260","0",8.130000000000004,01_30260,"1",01_48,Alberta,"53",Highway 53,Provincial,Paved,"2","80","2",0.000000000000000,"0",13348.968041664986231,"1",10207.207867431181512,-1044468.030969964340329,1561007.396960573736578,-1042706.873008579597808,1571061.521242877235636
"1251","7057","52469",-112.957999999999998,51.746000000000002,"253864","29866","0",10.830000000000000,01_29866,"1",01_48,Alberta,"27",Highway 27,Provincial,Paved,"3","80","2",0.000000000000000,"0",17432.940543901473575,"1",10902.807008792908164,-1109453.888924108352512,1484088.382534743519500,-1110261.932115021860227,1473215.560137932188809
"1252","7223","11901",-112.841999999999999,51.469999999999999,"253862","29765","0",15.960000000000001,01_29765,"1",01_48,Alberta,"9",Highway 9,Provincial,Paved,"2","80","2",1.000000000000000,"0",25541.886008673940523,"1",6317.549403464174247,-1107646.167336876969784,1450983.755446750437841,-1108771.989375524222851,1444767.329206336522475
"1253","7056","155223",-113.004999999999995,51.863000000000000,"253924","29906","0",9.740000000000000,01_29906,"1",01_48,Alberta,"21",Highway 21,Provincial,Paved,"2","80","2",0.000000000000000,"0",15785.169796448779380,"1",15495.586290936627847,-1110057.380149786127731,1498086.638601803453639,-1125299.386681086383760,1500878.489493177039549
"1254","7057","75475",-112.935000000000002,51.953000000000003,"63238","29870","0",12.940000000000000,01_29870,"1",01_48,Alberta,"56",Highway 56,Provincial,Paved,"2","80","2",0.000000000000000,"0",20984.624262560530042,"1",14146.276228166116198,-1103669.273068428970873,1507610.754325127461925,-1089721.256418866571039,1505250.677490126574412
"1255","7057","45752",-112.947000000000003,51.805000000000000,"253891","29869","0",9.699999999999999,01_29869,"1",01_48,Alberta,"56",Highway 56,Provincial,Paved,"2","80","2",0.000000000000000,"0",15704.138515115755581,"1",14809.730146705091101,-1107516.322026691399515,1490742.260712003801018,-1092937.336762778693810,1488138.168606712250039
"1256","7057","191367",-112.957999999999998,51.776000000000003,"253864","29866","0",10.830000000000000,01_29866,"1",01_48,Alberta,"27",Highway 27,Provincial,Paved,"3","80","2",0.000000000000000,"0",17432.940543901473575,"1",14393.054375399424316,-1108830.277460865909234,1487537.235291504068300,-1110261.932115021860227,1473215.560137932188809
"1257","7057","52465",-112.911000000000001,51.688000000000002,"253864","29866","0",10.830000000000000,01_29866,"1",01_48,Alberta,"27",Highway 27,Provincial,Paved,"3","80","2",0.000000000000000,"0",17432.940543901473575,"1",4076.797051365233983,-1107614.221351341111585,1476869.775602777954191,-1107478.399101552786306,1472795.241701276274398
"1258","7057","189568",-112.891000000000005,51.606999999999999,"253864","29866","0",10.830000000000000,01_29866,"1",01_48,Alberta,"27",Highway 27,Provincial,Paved,"3","80","2",0.000000000000000,"0",17432.940543901473575,"1",4785.195606894311823,-1107995.956690436927602,1467319.816162666771561,-1108426.454365186393261,1472085.607675970299169
"1259","7057","229870",-112.903999999999996,51.665999999999997,"253864","29866","0",10.830000000000000,01_29866,"1",01_48,Alberta,"27",Highway 27,Provincial,Paved,"3","80","2",0.000000000000000,"0",17432.940543901473575,"1",1469.089459473351781,-1107616.610501663293689,1474257.915678183548152,-1107499.194396456703544,1472793.525942432461306
"1260","7057","92963",-112.843000000000004,51.509000000000000,"253887","29819","0",19.840000000000000,01_29819,"1",01_48,Alberta,"9",Highway 9,Provincial,Paved,"3","80","2",1.000000000000000,"0",31920.087630278037977,"1",7867.002267362356179,-1106905.305133937159553,1455483.717124608345330,-1099161.729740233859047,1454095.637589164543897
"1261","7057","67612",-112.875000000000000,51.610999999999997,"253864","29866","0",10.830000000000000,01_29866,"1",01_48,Alberta,"27",Highway 27,Provincial,Paved,"3","80","2",0.000000000000000,"0",17432.940543901473575,"1",4431.411773772740162,-1106874.737007553689182,1467593.036989300278947,-1105987.533874161308631,1471934.728008802980185
"1262","7057","206401",-112.960999999999999,51.738000000000000,"253864","29866","0",10.830000000000000,01_29866,"1",01_48,Alberta,"27",Highway 27,Provincial,Paved,"3","80","2",0.000000000000000,"0",17432.940543901473575,"1",9998.129869384356425,-1109814.396772446576506,1483203.751099059591070,-1110283.697803498711437,1473216.641535860951990
"1263","6889","34373",-113.799999999999997,52.267000000000003,"254076","29112","0",2.080000000000000,01_29112,"1",01_48,Alberta,2A,Highway 2A,Provincial,Paved,"4","80","2",0.000000000000000,"0",3394.651232687504034,"1",750.213728253575368,-1152554.760110444854945,1553933.045362499542534,-1153290.586255989270285,1554079.266159903490916
"1264","7056","51966",-113.004999999999995,51.789999999999999,"253921","29908","0",9.720000000000001,01_29908,"1",01_48,Alberta,"21",Highway 21,Provincial,Paved,"2","80","2",0.000000000000000,"0",15710.180386827465554,"1",15517.243934836578774,-1111578.676733186934143,1489696.940290152095258,-1126839.995649926597252,1492503.540413929382339
"1265","7223","117924",-112.709000000000003,51.399999999999999,"253863","29810","0",8.220000000000002,01_29810,"1",01_48,Alberta,"9",Highway 9,Provincial,Paved,"3","80","2",1.000000000000000,"0",13172.977692177719291,"1",2371.984137952477340,-1100425.703717327211052,1441376.581637583673000,-1101316.867794480640441,1443574.793487767456099
"1266","7223","11902",-112.701999999999998,51.441000000000003,"253863","29810","0",8.220000000000002,01_29810,"1",01_48,Alberta,"9",Highway 9,Provincial,Paved,"3","80","2",1.000000000000000,"0",13172.977692177719291,"1",301.015647275126980,-1099129.054677262203768,1446016.027851148974150,-1099347.188507365761325,1446223.459893198451027
"1267","7057","45733",-112.935000000000002,51.630000000000003,"253864","29866","0",10.830000000000000,01_29866,"1",01_48,Alberta,"27",Highway 27,Provincial,Paved,"3","80","2",0.000000000000000,"0",17432.940543901473575,"1",2157.648974435561286,-1110373.814625223167241,1470480.166260465048254,-1108992.997222127858549,1472138.114509413484484
"1268","6557","206397",-113.805999999999997,53.264000000000003,"254240","30403","0",15.779999999999999,01_30403,"1",01_48,Alberta,"39",Highway 39,Provincial,Paved,"2","80","2",0.000000000000000,"0",26320.786305990619439,"1",120.453510639547076,-1131265.020650578662753,1668035.889797084266320,-1131241.904625508701429,1668154.104422280797735
"1269","7057","191253",-112.891000000000005,51.606999999999999,"253864","29866","0",10.830000000000000,01_29866,"1",01_48,Alberta,"27",Highway 27,Provincial,Paved,"3","80","2",0.000000000000000,"0",17432.940543901473575,"1",4785.195606894311823,-1107995.956690436927602,1467319.816162666771561,-1108426.454365186393261,1472085.607675970299169
"1270","7057","28548",-112.783000000000001,51.840000000000003,"253891","29869","0",9.699999999999999,01_29869,"1",01_48,Alberta,"56",Highway 56,Provincial,Paved,"2","80","2",0.000000000000000,"0",15704.138515115755581,"1",4033.438654933762336,-1096191.420884348452091,1492859.658352931262925,-1092220.760368322255090,1492150.798388210125268
"1271","7057","45732",-112.866000000000000,51.615000000000002,"253864","29866","0",10.830000000000000,01_29866,"1",01_48,Alberta,"27",Highway 27,Provincial,Paved,"3","80","2",0.000000000000000,"0",17432.940543901473575,"1",3951.613712048346315,-1106207.907012284966186,1467948.121647182153538,-1105421.406839830335230,1471820.674862823914737
"1272","7057","64430",-112.981999999999999,51.819000000000003,"253923","29907","0",3.250000000000000,01_29907,"1",01_48,Alberta,"21",Highway 21,Provincial,Paved,"2","80","2",0.000000000000000,"0",5261.272824134101938,"1",16942.005561162699451,-1109487.761372115463018,1492760.706074032932520,-1126071.815793892135844,1496224.907478399807587
"1273","5886","152271",-117.415000000000006,55.463999999999999,"253978","30893","0",8.070000000000000,01_30893,"1",01_48,Alberta,"49",Highway 49,Provincial,Paved,"3","80","2",1.000000000000000,"0",14214.479617637301999,"1",15036.473719662624717,-1299995.153593393741176,1963347.029572218889371,-1285684.779695798410103,1958730.890402617398649
"1274","7058","14501",-112.500000000000000,51.600000000000001,"253892","29863","0",9.810000000000000,01_29863,"1",01_48,Alberta,"9",Highway 9,Provincial,Paved,"2","80","2",1.000000000000000,"0",15781.662406619087051,"1",5719.188083407331760,-1082751.933301064185798,1461996.377352163661271,-1081762.076357165351510,1467629.253665735945106
"1275","7058","14500",-112.500000000000000,51.600000000000001,"253892","29863","0",9.810000000000000,01_29863,"1",01_48,Alberta,"9",Highway 9,Provincial,Paved,"2","80","2",1.000000000000000,"0",15781.662406619087051,"1",5719.188083407331760,-1082751.933301064185798,1461996.377352163661271,-1081762.076357165351510,1467629.253665735945106
"1276","7056","49079",-113.004999999999995,51.905999999999999,"253924","29906","0",9.740000000000000,01_29906,"1",01_48,Alberta,"21",Highway 21,Provincial,Paved,"2","80","2",0.000000000000000,"0",15785.169796448779380,"1",15486.758752156540140,-1109161.441550318151712,1503027.591363623738289,-1124394.679802292957902,1505818.316897614626214
"1277","7057","229966",-112.876000000000005,51.554000000000002,"253887","29819","0",19.840000000000000,01_29819,"1",01_48,Alberta,"9",Highway 9,Provincial,Paved,"3","80","2",1.000000000000000,"0",31920.087630278037977,"1",10041.315540840187168,-1108119.488143002148718,1461047.204204394249246,-1098229.413727690232918,1459310.988247114932165
"1278","7223","152268",-112.859999999999999,51.479999999999997,"253862","29765","0",15.960000000000001,01_29765,"1",01_48,Alberta,"9",Highway 9,Provincial,Paved,"2","80","2",1.000000000000000,"0",25541.886008673940523,"1",7484.938190709797709,-1108610.604736311594024,1452345.035994894336909,-1109940.514140491606668,1444979.193158163456246
"1279","7057","114017",-112.888999999999996,51.543999999999997,"253887","29819","0",19.840000000000000,01_29819,"1",01_48,Alberta,"9",Highway 9,Provincial,Paved,"3","80","2",1.000000000000000,"0",31920.087630278037977,"1",10899.893222327218609,-1109171.224106787238270,1460048.690859389491379,-1098443.317506948253140,1458120.040491057792678
"1280","7391","155224",-111.603999999999999,50.831000000000003,"63258","29525","0",12.859999999999999,01_29525,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",20426.334411487259786,"1",21610.733141458145838,-1039247.909675918868743,1363266.795287350425497,-1057553.266908207209781,1374753.208283130545169
"1281","7720","167798",-113.039000000000001,49.945000000000000,"63308","29406","0",12.990000000000000,01_29406,"1",01_48,Alberta,"23",Highway 23,Provincial,Paved,"2","80","2",0.000000000000000,"0",20202.430610740888369,"1",3182.484916560382317,-1152409.927275709109381,1277477.431200444931164,-1155384.998636902077124,1278607.546521969139576
"1282","7057","51316",-112.882999999999996,51.533000000000001,"253887","29819","0",19.840000000000000,01_29819,"1",01_48,Alberta,"9",Highway 9,Provincial,Paved,"3","80","2",1.000000000000000,"0",31920.087630278037977,"1",10505.056426969436870,-1109009.169830501312390,1458712.862666988978162,-1098669.954033344751224,1456853.608183697331697
"1283","7057","206399",-112.879000000000005,51.539000000000001,"253887","29819","0",19.840000000000000,01_29819,"1",01_48,Alberta,"9",Highway 9,Provincial,Paved,"3","80","2",1.000000000000000,"0",31920.087630278037977,"1",10240.437867188220480,-1108624.966293230652809,1459356.432902546832338,-1098545.900234423577785,1457545.633329445030540
"1284","7057","64631",-112.981999999999999,51.819000000000003,"253923","29907","0",3.250000000000000,01_29907,"1",01_48,Alberta,"21",Highway 21,Provincial,Paved,"2","80","2",0.000000000000000,"0",5261.272824134101938,"1",16942.005561162699451,-1109487.761372115463018,1492760.706074032932520,-1126071.815793892135844,1496224.907478399807587
"1285","7057","155222",-112.819000000000003,51.542999999999999,"253887","29819","0",19.840000000000000,01_29819,"1",01_48,Alberta,"9",Highway 9,Provincial,Paved,"3","80","2",1.000000000000000,"0",31920.087630278037977,"1",6278.390136738222282,-1104643.103089758660644,1459116.280689387815073,-1098458.234964414266869,1458036.656226349528879
"1286","7057","150979",-112.957999999999998,51.746000000000002,"253864","29866","0",10.830000000000000,01_29866,"1",01_48,Alberta,"27",Highway 27,Provincial,Paved,"3","80","2",0.000000000000000,"0",17432.940543901473575,"1",10902.807008792908164,-1109453.888924108352512,1484088.382534743519500,-1110261.932115021860227,1473215.560137932188809
"1287","7057","220501",-112.938999999999993,51.951999999999998,"63238","29870","0",12.940000000000000,01_29870,"1",01_48,Alberta,"56",Highway 56,Provincial,Paved,"2","80","2",0.000000000000000,"0",20984.624262560530042,"1",14409.627568244459326,-1103947.927916159620509,1507542.433814782416448,-1089740.250786563381553,1505138.421078406274319
"1288","6557","144539",-113.805999999999997,53.264000000000003,"254240","30403","0",15.779999999999999,01_30403,"1",01_48,Alberta,"39",Highway 39,Provincial,Paved,"2","80","2",0.000000000000000,"0",26320.786305990619439,"1",120.453510639547076,-1131265.020650578662753,1668035.889797084266320,-1131241.904625508701429,1668154.104422280797735
"1289","7223","152280",-112.748999999999995,51.469999999999999,"253887","29819","0",19.840000000000000,01_29819,"1",01_48,Alberta,"9",Highway 9,Provincial,Paved,"3","80","2",1.000000000000000,"0",31920.087630278037977,"1",2258.687510041655059,-1101593.799630280351266,1449900.094633601140231,-1099339.396148624131456,1450039.142143159871921
"1290","7223","204724",-112.814999999999998,51.494999999999997,"253887","29819","0",19.840000000000000,01_29819,"1",01_48,Alberta,"9",Highway 9,Provincial,Paved,"3","80","2",1.000000000000000,"0",31920.087630278037977,"1",5916.587186602891961,-1105373.351295493077487,1453545.847077721497044,-1099580.519473602296785,1452342.059962005820125
"1291","7223","180856",-112.805999999999997,51.491000000000000,"253887","29819","0",19.840000000000000,01_29819,"1",01_48,Alberta,"9",Highway 9,Provincial,Paved,"3","80","2",1.000000000000000,"0",31920.087630278037977,"1",5325.932989723913124,-1104870.407552260439843,1452980.569495893083513,-1099588.984613007167354,1452293.449457065202296
"1292","7057","191366",-112.957999999999998,51.746000000000002,"253864","29866","0",10.830000000000000,01_29866,"1",01_48,Alberta,"27",Highway 27,Provincial,Paved,"3","80","2",0.000000000000000,"0",17432.940543901473575,"1",10902.807008792908164,-1109453.888924108352512,1484088.382534743519500,-1110261.932115021860227,1473215.560137932188809
"1293","7057","46351",-112.866000000000000,51.542999999999999,"253887","29819","0",19.840000000000000,01_29819,"1",01_48,Alberta,"9",Highway 9,Provincial,Paved,"3","80","2",1.000000000000000,"0",31920.087630278037977,"1",9381.487169804337100,-1107697.389785675564781,1459664.705797273665667,-1098455.784791493555531,1458050.692585210781544
"1294","7223","144561",-112.778000000000006,51.497000000000000,"253887","29819","0",19.840000000000000,01_29819,"1",01_48,Alberta,"9",Highway 9,Provincial,Paved,"3","80","2",1.000000000000000,"0",31920.087630278037977,"1",3482.728027638129788,-1102925.376188830472529,1453345.080678943311796,-1099530.096719380700961,1452569.534523753914982
"1295","7057","156799",-112.875000000000000,51.610999999999997,"253864","29866","0",10.830000000000000,01_29866,"1",01_48,Alberta,"27",Highway 27,Provincial,Paved,"3","80","2",0.000000000000000,"0",17432.940543901473575,"1",4431.411773772740162,-1106874.737007553689182,1467593.036989300278947,-1105987.533874161308631,1471934.728008802980185
"1296","7057","97797",-112.957999999999998,51.805000000000000,"253891","29869","0",9.699999999999999,01_29869,"1",01_48,Alberta,"56",Highway 56,Provincial,Paved,"2","80","2",0.000000000000000,"0",15704.138515115755581,"1",15532.441257730097277,-1108227.509698911802843,1490870.812975745182484,-1092937.073616292327642,1488139.641829851083457
"1297","7057","52479",-112.866000000000000,51.557000000000002,"253887","29819","0",19.840000000000000,01_29819,"1",01_48,Alberta,"9",Highway 9,Provincial,Paved,"3","80","2",1.000000000000000,"0",31920.087630278037977,"1",9380.801707948772673,-1107407.742237275233492,1461275.514016185188666,-1098171.930704010184854,1459632.581879466539249
"1298","7057","155227",-112.911000000000001,51.688000000000002,"253864","29866","0",10.830000000000000,01_29866,"1",01_48,Alberta,"27",Highway 27,Provincial,Paved,"3","80","2",0.000000000000000,"0",17432.940543901473575,"1",4076.797051365233983,-1107614.221351341111585,1476869.775602777954191,-1107478.399101552786306,1472795.241701276274398
"1299","7057","49234",-112.911000000000001,51.652000000000001,"253864","29866","0",10.830000000000000,01_29866,"1",01_48,Alberta,"27",Highway 27,Provincial,Paved,"3","80","2",0.000000000000000,"0",17432.940543901473575,"1",519.043713818268202,-1108360.717458342667669,1472729.593139253323898,-1107952.945218905340880,1472408.457377310376614
"1300","7223","206396",-112.859999999999999,51.479999999999997,"253862","29765","0",15.960000000000001,01_29765,"1",01_48,Alberta,"9",Highway 9,Provincial,Paved,"2","80","2",1.000000000000000,"0",25541.886008673940523,"1",7484.938190709797709,-1108610.604736311594024,1452345.035994894336909,-1109940.514140491606668,1444979.193158163456246
"1301","7057","64629",-112.957999999999998,51.746000000000002,"253864","29866","0",10.830000000000000,01_29866,"1",01_48,Alberta,"27",Highway 27,Provincial,Paved,"3","80","2",0.000000000000000,"0",17432.940543901473575,"1",10902.807008792908164,-1109453.888924108352512,1484088.382534743519500,-1110261.932115021860227,1473215.560137932188809
"1302","7057","61628",-112.957999999999998,51.776000000000003,"253864","29866","0",10.830000000000000,01_29866,"1",01_48,Alberta,"27",Highway 27,Provincial,Paved,"3","80","2",0.000000000000000,"0",17432.940543901473575,"1",14393.054375399424316,-1108830.277460865909234,1487537.235291504068300,-1110261.932115021860227,1473215.560137932188809
"1303","7057","64436",-112.957999999999998,51.746000000000002,"253864","29866","0",10.830000000000000,01_29866,"1",01_48,Alberta,"27",Highway 27,Provincial,Paved,"3","80","2",0.000000000000000,"0",17432.940543901473575,"1",10902.807008792908164,-1109453.888924108352512,1484088.382534743519500,-1110261.932115021860227,1473215.560137932188809
"1304","7057","206395",-112.968999999999994,51.744000000000000,"253864","29866","0",10.830000000000000,01_29866,"1",01_48,Alberta,"27",Highway 27,Provincial,Paved,"3","80","2",0.000000000000000,"0",17432.940543901473575,"1",10770.857634529409552,-1110207.451558373402804,1483987.229295747121796,-1110283.697803498711437,1473216.641535860951990
"1305","7389","155226",-112.983999999999995,50.698999999999998,"253905","29559","0",9.770000000000000,01_29559,"1",01_48,Alberta,"1",Highway 1,Provincial,Paved,"4","100","1",1.000000000000000,"0",15444.477623947053871,"1",19278.004019113126560,-1132969.012416940182447,1363839.087660086341202,-1129570.238116164924577,1382815.119179171975702
"1306","6892","73461",-112.150000000000006,52.283000000000001,"253798","29900","0",1.860000000000000,01_29900,"1",01_48,Alberta,"12",Highway 12,Provincial,Paved,"2","80","2",0.000000000000000,"0",3035.961314807868803,"1",347.034075732634506,-1046489.735627197893336,1536631.322597980033606,-1046678.748281277250499,1536340.278157528955489
"1307","7222","152272",-113.150999999999996,51.485999999999997,"253917","29750","0",13.940000000000000,01_29750,"1",01_48,Alberta,"21",Highway 21,Provincial,Paved,"3","80","2",0.000000000000000,"0",22378.267120844870078,"1",5369.894816464102405,-1127411.326874750666320,1456467.258942628744990,-1132460.444733189651743,1458295.421733925119042
"1308","7057","11916",-112.935000000000002,51.927999999999997,"63238","29870","0",12.940000000000000,01_29870,"1",01_48,Alberta,"56",Highway 56,Provincial,Paved,"2","80","2",0.000000000000000,"0",20984.624262560530042,"1",13999.618900725128697,-1104187.951727742562070,1504738.247163562104106,-1090474.500880283536389,1501922.115913093555719
"1309","7057","64432",-112.969999999999999,51.905999999999999,"63238","29870","0",12.940000000000000,01_29870,"1",01_48,Alberta,"56",Highway 56,Provincial,Paved,"2","80","2",0.000000000000000,"0",20984.624262560530042,"1",16293.805383042672474,-1106903.008195769041777,1502618.502242737682536,-1090863.096578376833349,1499753.309549965197220
"1310","8385","64789",-112.597999999999999,47.773000000000003,"173882","590450","0",2.680000000000000,02_9930447,"2",02_30,Montana,U89,,State,Paved,"2","112","4",0.000000000000000,"0",3998.115353413730645,"1",25840.726385574540473,-1167410.955838912865147,1020526.338070760364644,-1142325.732249413151294,1026729.135633065365255
"1311","11870","14413",-113.500000000000000,37.500000000000000,"155806","570631","0",32.450000000000003,02_8245828,"2",02_49,Utah,S18,,State,Paved,"2","88","4",0.000000000000000,"0",40952.611373370746151,"1",10918.250385097941034,-1452709.253084144322202,-159964.428880232648226,-1463597.850402808981016,-159160.289648721663980
"1312","11705","14410",-113.000000000000000,37.700000000000003,"148909","572502","0",25.780000000000001,02_8574113,"2",02_49,Utah,S14,,State,Paved,"2","80","4",0.000000000000000,"0",32563.898707737600489,"1",3460.859012476584667,-1407461.522388887824491,-144380.500523583992617,-1409401.229009717470035,-147246.697189786442323
"1313","11705","14409",-113.000000000000000,37.700000000000003,"148909","572502","0",25.780000000000001,02_8574113,"2",02_49,Utah,S14,,State,Paved,"2","80","4",0.000000000000000,"0",32563.898707737600489,"1",3460.859012476584667,-1407461.522388887824491,-144380.500523583992617,-1409401.229009717470035,-147246.697189786442323
"1314","11870","14412",-113.500000000000000,37.500000000000000,"155806","570631","0",32.450000000000003,02_8245828,"2",02_49,Utah,S18,,State,Paved,"2","88","4",0.000000000000000,"0",40952.611373370746151,"1",10918.250385097941034,-1452709.253084144322202,-159964.428880232648226,-1463597.850402808981016,-159160.289648721663980
"1315","11705","80026",-112.748999999999995,37.908999999999999,"157899","573115","0",7.540000000000000,02_8790495,"2",02_49,Utah,I15,,State,Paved,"4","120","1",1.000000000000000,"0",9581.289602929700777,"1",2114.936329950635354,-1382578.649923838907853,-123881.255808587404317,-1384391.632413456449285,-122792.196502541861264
"1316","11705","53490",-112.959000000000003,37.901000000000003,"149095","573087","0",45.880000000000003,02_8788240,"2",02_49,Utah,S130,,State,Paved,"2","88","4",0.000000000000000,"0",58330.231995786256448,"1",6018.734677165643006,-1399896.805199490394443,-121725.585409001549124,-1405816.753197737038136,-120639.591480762639549
"1317","11869","80023",-113.763000000000005,37.286000000000001,"155805","570632","0",14.410000000000000,02_8245547,"2",02_49,Utah,S18,,State,Paved,"2","88","4",7.000000000000000,"0",18147.429492566403496,"1",7355.545874088390519,-1478972.583206048002467,-180616.078993385948706,-1472275.518855574307963,-177574.141421470645582
"1318","11870","230113",-113.500000000000000,37.500000000000000,"155806","570631","0",32.450000000000003,02_8245828,"2",02_49,Utah,S18,,State,Paved,"2","88","4",0.000000000000000,"0",40952.611373370746151,"1",10918.250385097941034,-1452709.253084144322202,-159964.428880232648226,-1463597.850402808981016,-159160.289648721663980
"1319","11705","49620",-113.000000000000000,37.700000000000003,"148909","572502","0",25.780000000000001,02_8574113,"2",02_49,Utah,S14,,State,Paved,"2","80","4",0.000000000000000,"0",32563.898707737600489,"1",3460.859012476584667,-1407461.522388887824491,-144380.500523583992617,-1409401.229009717470035,-147246.697189786442323
"1320","14546","52091",-103.203999999999994,29.396000000000001,"32533","450964","0",44.280000000000001,02_3794254,"2",02_48,Texas,U385,,State,Paved,"2","88","5",0.000000000000000,"0",51042.389709317481902,"1",4260.491186024718445,-672510.647652522078715,-1212777.432479979470372,-670120.981289266142994,-1216304.652322648325935
"1321","14546","85188",-103.159999999999997,29.439000000000000,"32533","450964","0",44.280000000000001,02_3794254,"2",02_48,Texas,U385,,State,Paved,"2","88","5",0.000000000000000,"0",51042.389709317481902,"1",2035.674073961812383,-668037.365933330962434,-1208151.365552509902045,-666019.653885099454783,-1208421.193323174258694
"1322","14546","189806",-103.495999999999995,29.300999999999998,"32727","468511","0",30.090000000000000,02_3763743,"2",02_48,Texas,S118,,State,Paved,"2","88","5",0.000000000000000,"0",34542.947586770213093,"1",749.998525885940353,-700577.702387716504745,-1221566.422447553835809,-700203.235511331004091,-1222216.247306513134390
"1323","14546","145482",-103.316000000000003,29.401000000000000,"32727","468511","0",30.090000000000000,02_3763743,"2",02_48,Texas,S118,,State,Paved,"2","88","5",0.000000000000000,"0",34542.947586770213093,"1",5386.749179860401455,-682901.124619796057232,-1211402.739711276488379,-680899.233609772520140,-1216403.689532131887972
"1324","14546","92247",-103.250000000000000,29.250000000000000,"32729","468517","0",32.700000000000003,02_3765329,"2",02_48,Texas,S118,,State,Paved,"2","88","5",0.000000000000000,"2",37521.626997980165470,"1",8005.269997573795990,-678080.563970359507948,-1229207.217116908635944,-671238.526891852729023,-1225051.392728126607835
"1325","14546","92251",-103.250000000000000,29.250000000000000,"32729","468517","0",32.700000000000003,02_3765329,"2",02_48,Texas,S118,,State,Paved,"2","88","5",0.000000000000000,"2",37521.626997980165470,"1",8005.269997573795990,-678080.563970359507948,-1229207.217116908635944,-671238.526891852729023,-1225051.392728126607835
"1326","14546","187094",-103.247000000000000,29.030999999999999,"32729","468517","0",32.700000000000003,02_3765329,"2",02_48,Texas,S118,,State,Paved,"2","88","5",0.000000000000000,"2",37521.626997980165470,"1",27975.355544803180237,-679724.619580148602836,-1254348.884185368195176,-657436.663131609791890,-1237441.267108849482611
"1327","14546","52090",-103.203999999999994,29.396000000000001,"32533","450964","0",44.280000000000001,02_3794254,"2",02_48,Texas,U385,,State,Paved,"2","88","5",0.000000000000000,"0",51042.389709317481902,"1",4260.491186024718445,-672510.647652522078715,-1212777.432479979470372,-670120.981289266142994,-1216304.652322648325935
"1328","14546","156122",-103.159999999999997,29.439000000000000,"32533","450964","0",44.280000000000001,02_3794254,"2",02_48,Texas,U385,,State,Paved,"2","88","5",0.000000000000000,"0",51042.389709317481902,"1",2035.674073961812383,-668037.365933330962434,-1208151.365552509902045,-666019.653885099454783,-1208421.193323174258694
"1329","14546","187092",-103.433999999999997,29.335000000000001,"32727","468511","0",30.090000000000000,02_3763743,"2",02_48,Texas,S118,,State,Paved,"2","88","5",0.000000000000000,"0",34542.947586770213093,"1",1028.853167656705409,-694488.506972018280067,-1218121.023886634502560,-694135.720152813591994,-1219087.502184783341363
