field_1,siteID,collection,lng,lat,objectid,id,dir,length,linkid,country,juriscode,jurisname,roadnum,roadname,admin,surface,lanes,speedlim,class,nhs,border,shape_Leng,n,distance,feature_x,feature_y,nearest_x,nearest_y
"1330","14546","69210",-103.159999999999997,29.439000000000000,"32533","450964","0",44.280000000000001,02_3794254,"2",02_48,Texas,U385,,State,Paved,"2","88","5",0.000000000000000,"0",51042.389709317481902,"1",2035.674073961812383,-668037.365933330962434,-1208151.365552509902045,-666019.653885099454783,-1208421.193323174258694
"1331","14546","68009",-103.141999999999996,29.433000000000000,"32533","450964","0",44.280000000000001,02_3794254,"2",02_48,Texas,U385,,State,Paved,"2","88","5",0.000000000000000,"0",51042.389709317481902,"1",320.337824887847205,-666413.129615023150109,-1208967.022736853221431,-666095.714223588118330,-1209010.194386509479955
"1332","14546","61847",-103.137000000000000,29.454999999999998,"32533","450964","0",44.280000000000001,02_3794254,"2",02_48,Texas,U385,,State,Paved,"2","88","5",0.000000000000000,"0",51042.389709317481902,"1",24.286832860970819,-665756.911142741795629,-1206475.850430321414024,-665732.880667730583809,-1206472.330981337232515
"1333","14546","165562",-103.203999999999994,29.396000000000001,"32533","450964","0",44.280000000000001,02_3794254,"2",02_48,Texas,U385,,State,Paved,"2","88","5",0.000000000000000,"0",51042.389709317481902,"1",4260.491186024718445,-672510.647652522078715,-1212777.432479979470372,-670120.981289266142994,-1216304.652322648325935
"1334","14546","187093",-103.137000000000000,29.306999999999999,"32729","468517","0",32.700000000000003,02_3765329,"2",02_48,Texas,S118,,State,Paved,"2","88","5",0.000000000000000,"2",37521.626997980165470,"1",4272.891028655966693,-667038.557509769569151,-1223467.416825779946521,-670019.921061844332144,-1226528.310341263422742
"1335","14546","92249",-103.250000000000000,29.250000000000000,"32729","468517","0",32.700000000000003,02_3765329,"2",02_48,Texas,S118,,State,Paved,"2","88","5",0.000000000000000,"2",37521.626997980165470,"1",8005.269997573795990,-678080.563970359507948,-1229207.217116908635944,-671238.526891852729023,-1225051.392728126607835
"1336","14546","85190",-103.159999999999997,29.439000000000000,"32533","450964","0",44.280000000000001,02_3794254,"2",02_48,Texas,U385,,State,Paved,"2","88","5",0.000000000000000,"0",51042.389709317481902,"1",2035.674073961812383,-668037.365933330962434,-1208151.365552509902045,-666019.653885099454783,-1208421.193323174258694
"1337","14546","69211",-103.159999999999997,29.439000000000000,"32533","450964","0",44.280000000000001,02_3794254,"2",02_48,Texas,U385,,State,Paved,"2","88","5",0.000000000000000,"0",51042.389709317481902,"1",2035.674073961812383,-668037.365933330962434,-1208151.365552509902045,-666019.653885099454783,-1208421.193323174258694
"1338","14546","200457",-103.102000000000004,29.428999999999998,"32533","450964","0",44.280000000000001,02_3794254,"2",02_48,Texas,U385,,State,Paved,"2","88","5",0.000000000000000,"0",51042.389709317481902,"1",3441.658031716170626,-662722.248510319273919,-1209706.749134389683604,-666106.718964692670852,-1209081.953367158537731
"1339","14546","164702",-103.442999999999998,29.337000000000000,"32727","468511","0",30.090000000000000,02_3763743,"2",02_48,Texas,S118,,State,Paved,"2","88","5",0.000000000000000,"0",34542.947586770213093,"1",1614.358676829910110,-695309.506889918353409,-1217825.526857301592827,-694677.364069866831414,-1219310.972713774768636
"1340","14546","68010",-103.141999999999996,29.433000000000000,"32533","450964","0",44.280000000000001,02_3794254,"2",02_48,Texas,U385,,State,Paved,"2","88","5",0.000000000000000,"0",51042.389709317481902,"1",320.337824887847205,-666413.129615023150109,-1208967.022736853221431,-666095.714223588118330,-1209010.194386509479955
"1341","14546","68011",-103.141999999999996,29.433000000000000,"32533","450964","0",44.280000000000001,02_3794254,"2",02_48,Texas,U385,,State,Paved,"2","88","5",0.000000000000000,"0",51042.389709317481902,"1",320.337824887847205,-666413.129615023150109,-1208967.022736853221431,-666095.714223588118330,-1209010.194386509479955
"1342","14546","85191",-103.159999999999997,29.439000000000000,"32533","450964","0",44.280000000000001,02_3794254,"2",02_48,Texas,U385,,State,Paved,"2","88","5",0.000000000000000,"0",51042.389709317481902,"1",2035.674073961812383,-668037.365933330962434,-1208151.365552509902045,-666019.653885099454783,-1208421.193323174258694
"1343","14546","224287",-103.159999999999997,29.439000000000000,"32533","450964","0",44.280000000000001,02_3794254,"2",02_48,Texas,U385,,State,Paved,"2","88","5",0.000000000000000,"0",51042.389709317481902,"1",2035.674073961812383,-668037.365933330962434,-1208151.365552509902045,-666019.653885099454783,-1208421.193323174258694
"1344","14546","85189",-103.159999999999997,29.439000000000000,"32533","450964","0",44.280000000000001,02_3794254,"2",02_48,Texas,U385,,State,Paved,"2","88","5",0.000000000000000,"0",51042.389709317481902,"1",2035.674073961812383,-668037.365933330962434,-1208151.365552509902045,-666019.653885099454783,-1208421.193323174258694
"1345","14545","227185",-103.637000000000000,29.225000000000001,"32723","468512","0",28.030000000000001,02_3762536,"2",02_48,Texas,C170,,Municipal,Paved,"2","88","5",0.000000000000000,"0",32150.068507807794958,"1",9073.461865825258428,-714431.208611782640219,-1229232.961052885046229,-718893.122859413851984,-1221332.389461071463302
"1346","14546","200456",-103.468999999999994,29.271999999999998,"32727","468511","0",30.090000000000000,02_3763743,"2",02_48,Texas,S118,,State,Paved,"2","88","5",0.000000000000000,"0",34542.947586770213093,"1",3432.996419733209223,-698322.218106926768087,-1225093.065244696335867,-700115.841537897009403,-1222165.885816342895851
"1347","14546","200455",-103.478999999999999,29.225999999999999,"32727","468511","0",30.090000000000000,02_3763743,"2",02_48,Texas,S118,,State,Paved,"2","88","5",0.000000000000000,"0",34542.947586770213093,"1",7963.188389436883881,-699672.452927731676027,-1230296.688856558641419,-700561.143439736799337,-1222383.244694909779355
"1348","8057","14482",-110.582999999999998,48.933000000000000,"176669","29258","0",7.940000000000000,01_29258,"1",01_48,Alberta,"41",Highway 41,Provincial,Paved,"2","80","2",0.000000000000000,"1",12114.935843517059766,"1",24987.902589694993367,-1005951.699274842394516,1132210.158688314724714,-981710.307889093179256,1138272.354620071593672
"1349","8890","14457",-109.099999999999994,46.100000000000001,"246807","663204","0",2.070000000000000,02_12400664,"2",02_30,Montana,S3,,State,Paved,"2","112","3",3.000000000000000,"0",2989.724042323228787,"1",15827.810462112402092,-950354.096487807459198,786421.124166527879424,-934601.538669644971378,787962.716268869698979
"1350","8059","14461",-109.700000000000003,48.567000000000000,"176955","593451","0",1.500000000000000,02_10016276,"2",02_30,Montana,S232,,State,Paved,"2","88","5",0.000000000000000,"0",2264.918895917255668,"1",936.016748676429302,-951683.519051608978771,1080493.910720234736800,-950749.047338881529868,1080547.669179243734106
"1351","8890","14434",-109.269999999999996,46.420000000000002,"147752","592953","0",9.039999999999999,02_10003240,"2",02_30,Montana,U12,,State,Paved,"2","112","3",3.000000000000000,"0",13071.094664895972528,"1",13623.312161726662453,-957334.752822402631864,825552.683789609232917,-952621.987941066268831,812770.489868803299032
"1352","7894","14494",-109.500000000000000,49.100000000000001,"63944","25237","0",71.450000000000003,01_25237,"1",01_47,Saskatchewan,"18",Highway 18,Provincial,Paved,"2","60","2",0.000000000000000,"0",109280.744669834151864,"1",16270.064347815541623,-928983.099451418849640,1140588.348235788056627,-913056.641704153851606,1143914.447679076110944
"1353","8890","14490",-109.099999999999994,46.100000000000001,"246807","663204","0",2.070000000000000,02_12400664,"2",02_30,Montana,S3,,State,Paved,"2","112","3",3.000000000000000,"0",2989.724042323228787,"1",15827.810462112402092,-950354.096487807459198,786421.124166527879424,-934601.538669644971378,787962.716268869698979
"1354","8891","51683",-108.980999999999995,46.229999999999997,"245182","665722","0",6.830000000000000,02_12584077,"2",02_30,Montana,S3,,State,Paved,"2","72","3",3.000000000000000,"0",9884.646399571129223,"1",3478.358153994019631,-939679.797123123425990,800441.590666082804091,-936228.164886123850010,800871.951384507236071
"1355","8889","51682",-109.834000000000003,46.436000000000000,"176446","592831","0",0.110000000000000,02_9999437,"2",02_30,Montana,U12,,State,Paved,"2","112","4",0.000000000000000,"0",157.588602962744915,"1",86.615626993629817,-997465.307443946716376,833237.451722309226170,-997498.399166994611733,833317.496739051188342
"1356","8057","14435",-110.582999999999998,48.917000000000002,"176658","593285","0",3.290000000000000,02_10012426,"2",02_30,Montana,S232,,State,Paved,"2","88","5",0.000000000000000,"1",5017.826506717392476,"1",25543.070261835426209,-1006240.152543983072974,1130349.844329963438213,-980790.050351882004179,1128172.521016196347773
"1357","8231","216964",-106.869000000000000,48.405999999999999,"248633","667365","0",4.950000000000000,02_12637319,"2",02_30,Montana,U2,,State,Paved,"2","112","3",7.000000000000000,"0",7434.107944214842973,"1",2144.849907485630411,-758169.921569815487601,1036160.052606871933676,-759112.866174229653552,1034233.595600176136941
"1358","8391","142495",-109.665000000000006,47.942999999999998,"176045","592775","0",0.190000000000000,02_9998178,"2",02_30,Montana,U87,,State,Paved,"2","112","3",7.000000000000000,"0",284.520964770727858,"1",41951.536795680003706,-959827.881100260070525,1007401.169748007203452,-986924.778749437304214,1039427.558512732153758
"1359","8557","69624",-109.650999999999996,47.398000000000003,"176194","593108","0",3.090000000000000,02_10007507,"2",02_30,Montana,S81,,State,Paved,"2","112","4",0.000000000000000,"0",4554.871674891245675,"1",15119.518188318250395,-968071.965852872119285,943670.442848033271730,-974110.757335812901147,929809.244210381177254
"1360","8393","46123",-109.000000000000000,47.899000000000001,"248951","665960","0",2.160000000000000,02_12592740,"2",02_30,Montana,S66,,State,Paved,"2","88","4",0.000000000000000,"0",3220.621648636372811,"1",19436.282426878453407,-914127.994465014780872,995693.870580168208107,-894696.166461395565420,995277.775620881002396
"1361","6898","14493",-109.200000000000003,52.399999999999999,"253420","26121","0",34.140000000000001,01_26121,"1",01_47,Saskatchewan,"21",Highway 21,Provincial,Paved,"2","80","2",0.000000000000000,"0",55824.403012927039526,"1",3529.440739146160013,-854818.585460403352045,1520526.705778830684721,-851323.296023059636354,1520036.906145982677117
"1362","8391","46124",-109.617999999999995,47.735999999999997,"176081","592702","0",8.010000000000000,02_9995899,"2",02_30,Montana,S80,,State,Paved,"2","112","4",0.000000000000000,"0",11882.309130472440302,"1",47053.430365551284922,-960042.314732645521872,982778.339030242059380,-1005057.828957464895211,969080.573218224919401
"1363","8063","69281",-107.778000000000006,48.561999999999998,"249187","666288","0",4.010000000000000,02_12605774,"2",02_30,Montana,C242,,Municipal,Paved,"2","112","3",7.000000000000000,"0",6061.468061449420020,"1",938.939866679042552,-818987.181884858873673,1061960.134892623405904,-818087.742016494623385,1061690.661338380770758
"1364","8391","69213",-109.637000000000000,47.719000000000001,"176081","592702","0",8.010000000000000,02_9995899,"2",02_30,Montana,S80,,State,Paved,"2","112","4",0.000000000000000,"0",11882.309130472440302,"1",45001.782495103754627,-961659.833820760599338,980987.480703009292483,-1005057.828957464895211,969080.573218224919401
"1365","8890","14437",-109.409999999999997,46.460000000000001,"176442","592783","0",13.050000000000001,02_9999340,"2",02_30,Montana,U12,,State,Paved,"2","112","3",3.000000000000000,"0",18899.550635502469959,"1",16028.546947764241850,-966701.831811193493195,831649.230893853586167,-977292.916526281973347,819618.302342220442370
"1366","8890","222122",-109.219999999999999,46.350000000000001,"147752","592953","0",9.039999999999999,02_10003240,"2",02_30,Montana,U12,,State,Paved,"2","112","3",3.000000000000000,"0",13071.094664895972528,"1",4677.029180792306761,-954899.892223748029210,816864.142086012638174,-952711.553757251240313,812730.647594177280553
"1367","8391","14447",-109.567999999999998,47.793999999999997,"176081","592702","0",8.010000000000000,02_9995899,"2",02_30,Montana,S80,,State,Paved,"2","112","4",0.000000000000000,"0",11882.309130472440302,"1",53359.069674344304076,-955566.329271791502833,989040.181446263799444,-1005095.538510704529472,969189.545469562639482
"1368","8057","14450",-110.582999999999998,48.933000000000000,"176669","29258","0",7.940000000000000,01_29258,"1",01_48,Alberta,"41",Highway 41,Provincial,Paved,"2","80","2",0.000000000000000,"1",12114.935843517059766,"1",24987.902589694993367,-1005951.699274842394516,1132210.158688314724714,-981710.307889093179256,1138272.354620071593672
"1369","8057","14470",-110.582999999999998,48.933000000000000,"176669","29258","0",7.940000000000000,01_29258,"1",01_48,Alberta,"41",Highway 41,Provincial,Paved,"2","80","2",0.000000000000000,"1",12114.935843517059766,"1",24987.902589694993367,-1005951.699274842394516,1132210.158688314724714,-981710.307889093179256,1138272.354620071593672
"1370","8392","55274",-109.498000000000005,47.527000000000001,"176194","593108","0",3.090000000000000,02_10007507,"2",02_30,Montana,S81,,State,Paved,"2","112","4",0.000000000000000,"0",4554.871674891245675,"1",33238.740737827756675,-955136.878645929973572,957175.803262584493496,-973263.295407664612867,929314.595442096237093
"1371","8057","14449",-110.516999999999996,48.982999999999997,"176669","29258","0",7.940000000000000,01_29258,"1",01_48,Alberta,"41",Highway 41,Provincial,Paved,"2","80","2",0.000000000000000,"1",12114.935843517059766,"1",18830.726013931103807,-1000537.357635720865801,1137325.123130553634837,-981742.524888793472201,1138487.235098811099306
"1372","8726","167800",-108.001000000000005,46.759999999999998,"245547","666013","0",0.940000000000000,02_12594733,"2",02_30,Montana,U12,,State,Paved,"2","112","4",0.000000000000000,"0",1371.351055500512985,"1",20927.393763946012768,-861233.856613384210505,853161.089555387385190,-850055.924131153267808,835469.011238413630053
"1373","8057","69152",-110.561999999999998,48.945000000000000,"176669","29258","0",7.940000000000000,01_29258,"1",01_48,Alberta,"41",Highway 41,Provincial,Paved,"2","80","2",0.000000000000000,"1",12114.935843517059766,"1",23111.211459427748196,-1004298.490516721853055,1133382.724492045817897,-981718.072662846185267,1138307.440186048625037
"1374","8391","14446",-109.590000000000003,47.808000000000000,"176081","592702","0",8.010000000000000,02_9995899,"2",02_30,Montana,S80,,State,Paved,"2","112","4",0.000000000000000,"0",11882.309130472440302,"1",52885.833932970941532,-956869.356668589753099,990895.462075802963227,-1005095.538510704529472,969189.545469562639482
"1375","8057","14491",-110.582999999999998,48.933000000000000,"176669","29258","0",7.940000000000000,01_29258,"1",01_48,Alberta,"41",Highway 41,Provincial,Paved,"2","80","2",0.000000000000000,"1",12114.935843517059766,"1",24987.902589694993367,-1005951.699274842394516,1132210.158688314724714,-981710.307889093179256,1138272.354620071593672
"1376","8059","14459",-109.700000000000003,48.567000000000000,"176955","593451","0",1.500000000000000,02_10016276,"2",02_30,Montana,S232,,State,Paved,"2","88","5",0.000000000000000,"0",2264.918895917255668,"1",936.016748676429302,-951683.519051608978771,1080493.910720234736800,-950749.047338881529868,1080547.669179243734106
"1377","9720","59217",-109.352999999999994,43.636000000000003,"147804","588910","0",10.660000000000000,02_9820514,"2",02_56,Wyoming,U26,,State,Paved,"2","104","3",7.000000000000000,"0",14690.208614164019309,"1",21154.230792567730532,-1009465.604900103295222,500694.939879162178840,-1023464.672756572836079,484835.318837813800201
