"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=Tetrapoda&pres=regular&interval=Campanian,Maastrichtian&cc=NOA,^MX&envtype=terr&pgm=gplates,scotese,seton&show=full,strat,lith,env,timebins,ref"
"Access Time","Wed 2024-06-12 16:18:28 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Tetrapoda"
"","pgm","gplates,scotese,seton"
"","cc","NOA,^MX"
"","envtype","terr"
"","interval","Campanian,Maastrichtian"
"","timerule","major"
"","taxon_status","all"
"","pres","regular"
"","show","full,strat,lith,env,timebins,ref"
"Elapsed Time","1.91"
"Records Found","9657"
"Records Returned","9657"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_attr","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","ref_author","ref_pubyr","reference_no","phylum","class","order","family","genus","plant_organ","plant_organ2","abund_value","abund_unit","lng","lat","occurrence_comments","collection_name","collection_subset","collection_aka","cc","state","county","latlng_basis","latlng_precision","geogscale","geogcomments","paleomodel","geoplate","paleoage","paleolng","paleolat","paleomodel2","geoplate2","paleoage2","paleolng2","paleolat2","paleomodel3","geoplate3","paleoage3","paleolng3","paleolat3","cc","protected","formation","stratgroup","member","stratscale","zone","localsection","localbed","localbedunit","localorder","regionalsection","regionalbed","regionalbedunit","regionalorder","stratcomments","lithdescript","lithology1","lithadj1","lithification1","minor_lithology1","fossilsfrom1","lithology2","lithadj2","lithification2","minor_lithology2","fossilsfrom2","environment","tectonic_setting","geology_comments","assembl_comps","articulated_parts","associated_parts","common_body_parts","rare_body_parts","feed_pred_traces","artifacts","component_comments","pres_mode","preservation_quality","spatial_resolution","temporal_resolution","lagerstatten","concentration","orientation","abund_in_sediment","sorting","fragmentation","bioerosion","encrustation","preservation_comments","collection_type","collection_methods","museum","collection_coverage","collection_size","rock_censused","collectors","collection_dates","collection_comments","taxonomy_comments","taxon_environment","environment_basis","motility","life_habit","vision","diet","reproduction","ontogeny","ecospace_comments","composition","architecture","thickness","reinforcement","formation","stratgroup","member","lithdescript","lithology1","lithadj1","lithification1","minor_lithology1","fossilsfrom1","lithology2","lithadj2","lithification2","minor_lithology2","fossilsfrom2","time_bins","primary_reference"
"464498","occ","","","14585","Pectinodon bakkeri","species","54819","","Pectinodon bakkeri","","species","54819","Late Maastrichtian","","72.1","66","Carpenter","1982","12202","Chordata","Reptilia","Theropoda","Troodontidae","Pectinodon","","","19","specimens","-104.637001","43.116329","UCMP 125240-125247, 187059, 187063, 187065-9, 187073-6","Lull 2 Quarry (UCMP V-5620)","","Lull's Locality 2","US","Wyoming","Niobrara","estimated from map","6","small collection","Lance Creek; *not* the same as Hatcher No. 2. In S side of small canyon near head of a tributary of Buck Creek, 1200 yds N70°E of benchmark N-100.","gplates","101","mid","-66.02","53.68","scotese","101","mid","-79.76","49.88","seton","101","mid","-78.74","48.54","US","","Lance","","","bed","","","","","","","","","","","""sandstone + lignites""","sandstone","","","carbonaceous","Y","","","","","","terrestrial indet.","","","mesofossils","","","","","","","","body","","","","concentrate","concentrated","","","","","","","","general faunal/floral","bulk,surface (float),sieve,field collection","UCMP","","","","W. A. Clemens","","","this is NOT Hatcher's locality No. 2, which is UCMP V-5815","terrestrial","","actively mobile","ground dwelling","","carnivore, omnivore","oviparous","accretion,modification of parts","","hydroxyapatite","compact or dense","","","Lance","","","""sandstone + lignites""","sandstone","","","carbonaceous","Y","","","","","","Maastrichtian","K. Carpenter. 1982. Baby dinosaurs from the Late Cretaceous Lance and Hell Creek formations and a description of a new species of theropod. Contributions to Geology, University of Wyoming 20(2):123-134"
"464499","occ","","","14585","Theropoda indet.","order","38513","","Theropoda","","order","38513","Late Maastrichtian","","72.1","66","Carpenter","1982","12202","Chordata","Reptilia","Theropoda","","","","","1","specimens","-104.637001","43.116329","UCM 45063","Lull 2 Quarry (UCMP V-5620)","","Lull's Locality 2","US","Wyoming","Niobrara","estimated from map","6","small collection","Lance Creek; *not* the same as Hatcher No. 2. In S side of small canyon near head of a tributary of Buck Creek, 1200 yds N70°E of benchmark N-100.","gplates","101","mid","-66.02","53.68","scotese","101","mid","-79.76","49.88","seton","101","mid","-78.74","48.54","US","","Lance","","","bed","","","","","","","","","","","""sandstone + lignites""","sandstone","","","carbonaceous","Y","","","","","","terrestrial indet.","","","mesofossils","","","","","","","","body","","","","concentrate","concentrated","","","","","","","","general faunal/floral","bulk,surface (float),sieve,field collection","UCMP","","","","W. A. Clemens","","","this is NOT Hatcher's locality No. 2, which is UCMP V-5815","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","hydroxyapatite","compact or dense","","","Lance","","","""sandstone + lignites""","sandstone","","","carbonaceous","Y","","","","","","Maastrichtian","K. Carpenter. 1982. Baby dinosaurs from the Late Cretaceous Lance and Hell Creek formations and a description of a new species of theropod. Contributions to Geology, University of Wyoming 20(2):123-134"
"464500","occ","","","14585","Aublysodon mirandus","species","54134","nomen dubium","Tyrannosauridae","","family","38606","Late Maastrichtian","","72.1","66","Carpenter","1982","12202","Chordata","Reptilia","Theropoda","Tyrannosauridae","","","","1","specimens","-104.637001","43.116329","UCMP 124399","Lull 2 Quarry (UCMP V-5620)","","Lull's Locality 2","US","Wyoming","Niobrara","estimated from map","6","small collection","Lance Creek; *not* the same as Hatcher No. 2. In S side of small canyon near head of a tributary of Buck Creek, 1200 yds N70°E of benchmark N-100.","gplates","101","mid","-66.02","53.68","scotese","101","mid","-79.76","49.88","seton","101","mid","-78.74","48.54","US","","Lance","","","bed","","","","","","","","","","","""sandstone + lignites""","sandstone","","","carbonaceous","Y","","","","","","terrestrial indet.","","","mesofossils","","","","","","","","body","","","","concentrate","concentrated","","","","","","","","general faunal/floral","bulk,surface (float),sieve,field collection","UCMP","","","","W. A. Clemens","","","this is NOT Hatcher's locality No. 2, which is UCMP V-5815","terrestrial","","actively mobile","ground dwelling, solitary","","carnivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","hydroxyapatite","compact or dense","","","Lance","","","""sandstone + lignites""","sandstone","","","carbonaceous","Y","","","","","","Maastrichtian","K. Carpenter. 1982. Baby dinosaurs from the Late Cretaceous Lance and Hell Creek formations and a description of a new species of theropod. Contributions to Geology, University of Wyoming 20(2):123-134"
"464501","occ","22951","","45860","Saurolophus sp.","genus","38768","","Saurolophus","","genus","38768","Late Campanian","","83.6","72.1","Gates and Farke","2009","32195","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Saurolophus","","","1","individuals","-109.138702","41.867298","AMNH 3651","Cedar Canyon, AMNH Loc. 6753","","AMNH Sinclair Expedition","US","Wyoming","Sweetwater","stated in text","4","small collection","T22N, R104W, sec 24, NW 1/4 of SW 1/4; S side of Cedar Canyon, 20 mi N of Rock Springs","gplates","101","mid","-69.29","52.12","scotese","133","mid","-79.33","50.22","seton","101","mid","-80.01","46.76","US","FED","Almond","Mesaverde","","bed","","","","","","","","","","located 46-61m above Erickson Sandstone - lower half of formation; therefore between Baculties reesidei and B. eliasi zones, ca. 72.46 Ma","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","some","","","","","","body,mold/impression,trace,soft parts","medium","parautochthonous","snapshot","","dispersed","","","","frequent","","","angiosperm leaf impressions along with bones","general faunal/floral","selective quarrying,surface (in situ),mechanical,field collection","AMNH","","","","E. Schlaikjer","5 Aug 1937","","","terrestrial","","actively mobile","ground dwelling, gregarious","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","hydroxyapatite","compact or dense","","","Almond","Mesaverde","","","not reported","","","","","","","","","","Campanian","T. A. Gates and A. A. Farke. 2009. Biostratigraphic and biogeographic implications of a hadrosaurid (Ornithopoda: Dinosauria) from the Upper Cretaceous Almond Formation of Wyoming, USA. Cretaceous Research 30:1157-1163"
"464502","occ","21699","","45861","Chasmosaurinae indet.","subfamily","52773","","Chasmosaurinae","","subfamily","52773","Campanian","","83.6","72.1","Farke","2004","29770","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","","","","1","individuals","-109.224602","41.642502","AMNH 3652; ""undoubtedly a new species""","Rock Springs, AMNH Loc. 11598","","AMNH Sinclair Expedition","US","Wyoming","Sweetwater","stated in text","4","small collection","T19N, R105W, sec11, NE 1/4","gplates","101","mid","-69.26","51.68","scotese","133","mid","-78.90","49.61","seton","101","mid","-79.72","46.41","US","FED","Almond","Mesaverde","","bed","","","","","","","","","","about 30.5 m above Ericson Sandstone","","","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body","medium","","snapshot","","dispersed","","","","frequent","","","","paleoecologic","selective quarrying,mechanical,field collection","AMNH","","","","B. Brown","1937","","","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","hydroxyapatite","compact or dense","","","Almond","Mesaverde","","","","","","","","","","","","","Campanian","A. A. Farke. 2004. Ceratopsid dinosaurs from the Upper Cretaceous Almond Formation of southwestern Wyoming. Rocky Mountain Geology 39(1):1-5"
"464503","occ","21698","","45862","Chasmosaurinae indet.","subfamily","52773","","Chasmosaurinae","","subfamily","52773","Late Campanian","","83.6","72.1","Farke","2004","29770","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","","","","1","specimens","-109.205399","41.716702","AMNH 3656","Rock Springs South, AMNH Loc. 11597","","AMNH Sinclair Expedition","US","Wyoming","Sweetwater","stated in text","4","small collection","T20N, R105W, sec13; S side of a prominent hill in this section","gplates","101","mid","-69.45","52.00","scotese","133","mid","-79.47","50.09","seton","101","mid","-80.13","46.62","US","FED","Almond","Mesaverde","","bed","","","","","","","","","","About 30.5 m above Ericson Sandstone","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body","","","snapshot","","dispersed","","","","frequent","","","","paleoecologic","bulk,selective quarrying,mechanical,field collection","AMNH","","","","B. Brown","1937","excavated with earth-mover","","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","hydroxyapatite","compact or dense","","","Almond","Mesaverde","","","not reported","","","","","","","","","","Campanian","A. A. Farke. 2004. Ceratopsid dinosaurs from the Upper Cretaceous Almond Formation of southwestern Wyoming. Rocky Mountain Geology 39(1):1-5"
"464504","occ","18376","","45863","Hadrosauridae indet.","family","38755","","Hadrosauridae","","family","38755","Campanian","","83.6","72.1","Carpenter","1992","12207","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","","","","1","individuals","-108.763802","41.687000","""resembling in general form the low-plated dinosaur""","Point of Rocks, AMNH Loc. 11155","","AMNH Sinclair Expedition","US","Wyoming","Sweetwater","stated in text","4","small collection","T20N, R101W, sec 26, SW 1/4; N side of US Highway 20 (30?), beneath airport beacon; 1 mile E of Point of Rocks","gplates","101","mid","-68.71","51.60","scotese","133","mid","-78.37","49.56","seton","101","mid","-79.22","46.38","US","FED","Almond","Mesaverde","","bed","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body","","","snapshot","","dispersed","","","","frequent","","","","paleoecologic","selective quarrying,mechanical,field collection","AMNH","","","","B. Brown","1937","","","terrestrial","","actively mobile","ground dwelling, gregarious","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","hydroxyapatite","compact or dense","","","Almond","Mesaverde","","","","","","","","","","","","","Campanian","K. Carpenter. 1992. Behavior of hadrosaurs as interpreted from footprints in the ""Mesaverde"" Group (Campanian) of Colorado, Utah, and Wyoming. Contributions to Geology, University of Wyoming 29(2):81-96"
"464506","occ","","","45865","Ceratopsia indet.","unranked clade","38842","","Ceratopsia","","unranked clade","38842","Campanian","","83.6","72.1","Carpenter","1992","12207","Chordata","Ornithischia","","","","","","1","specimens","-108.802200","41.710800","frill fragment","AMNH-Sinclair Expedition (AMNH 3658)","","","US","Wyoming","Sweetwater","stated in text","4","small collection","T20N,R101W,sec21, NW 1/4","gplates","101","mid","-68.74","51.63","scotese","133","mid","-78.41","49.59","seton","101","mid","-79.25","46.41","US","FED","Almond","Mesaverde","","bed","","","","","","","","","","about 30.5 m above Ericson Sandstone","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body","poor","","snapshot","","dispersed","","","","extreme","","","","paleoecologic","selective quarrying,mechanical,field collection","AMNH","","","","","1937","","","terrestrial","","actively mobile","ground dwelling","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","hydroxyapatite","compact or dense","","","Almond","Mesaverde","","","not reported","","","","","","","","","","Campanian","K. Carpenter. 1992. Behavior of hadrosaurs as interpreted from footprints in the ""Mesaverde"" Group (Campanian) of Colorado, Utah, and Wyoming. Contributions to Geology, University of Wyoming 29(2):81-96"
"464507","occ","","","45866","Trachodontidae indet.","family","52931","subjective synonym of","Hadrosauridae","","family","38755","Campanian","","83.6","72.1","Brown","1938","18651","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","","","","1","individuals","-109.196701","41.778000","AMNH 3660","Long Canyon, AMNH Loc. 9899","","AMNH Sinclair Expedition","US","Wyoming","Sweetwater","stated in text","4","small collection","T21N, R104W, sec 21, NE 1/4; N slope of ridge extending from first hill N of Long Canyon","gplates","101","mid","-69.15","51.80","scotese","133","mid","-78.81","49.73","seton","101","mid","-79.65","46.54","US","FED","Almond","Mesaverde","","bed","","","","","","","","","","about 30.5 m above Ericson Sandstone","","","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body","","","snapshot","","dispersed","","","","","","","","paleoecologic","selective quarrying,mechanical,field collection","AMNH","","","","B. Brown","1937","","","terrestrial","","actively mobile","ground dwelling, gregarious","","herbivore","oviparous, dispersal=direct/internal,mobile","accretion,modification of parts","","hydroxyapatite","compact or dense","","","Almond","Mesaverde","","","","","","","","","","","","","Campanian","B. Brown. 1938. The mystery dinosaur. Natural History 38(3):190-202"
"464508","occ","","","45867","Dinosauria indet.","unranked clade","52775","","Dinosauria","","unranked clade","52775","Campanian","","83.6","72.1","Carpenter","1992","12207","Chordata","Reptilia","","","","","","","","-109.243797","41.598000","","AMNH field no. 1","","AMNH-Sinclair Expedition","US","Wyoming","Sweetwater","stated in text","4","small collection","T19N,R105W,sec27, SE 1/4","gplates","101","mid","-69.30","51.64","scotese","133","mid","-78.94","49.57","seton","101","mid","-79.75","46.37","US","FED","Almond","Mesaverde","","bed","","","","","","","","","","","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","extreme","","","","paleoecologic","","AMNH","","","","Schlaikjer","1938","unknown if collected or just observed","","terrestrial","","actively mobile","","","","","","","phosphatic","","","","Almond","Mesaverde","","","not reported","","","","","","","","","","Campanian","K. Carpenter. 1992. Behavior of hadrosaurs as interpreted from footprints in the ""Mesaverde"" Group (Campanian) of Colorado, Utah, and Wyoming. Contributions to Geology, University of Wyoming 29(2):81-96"
