"","y.1","y.2","y.3","y.4","y.5","y.6","y.7","y.8","y.9","y.10"
"2456",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2457",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2458",0,0,1,0,0,0,0,1,0,1
"2539",1,0,0,NA,NA,NA,NA,NA,NA,NA
"2540",1,1,1,1,0,0,NA,NA,NA,NA
"2541",0,0,0,0,1,0,0,0,0,0
"2618",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2620",0,1,NA,NA,NA,NA,NA,NA,NA,NA
"2621",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2622",0,1,0,1,0,1,0,0,0,0
"2624",1,1,1,0,NA,NA,NA,NA,NA,NA
"2704",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2705",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2707",0,0,0,0,0,0,0,1,NA,NA
"2783",1,0,0,0,0,0,1,0,0,0
"2789",1,0,1,0,0,0,0,0,0,0
"2790",0,0,1,0,0,0,0,0,0,0
"2819",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2867",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"2873",0,0,1,NA,NA,NA,NA,NA,NA,NA
"2949",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2952",0,0,0,NA,NA,NA,NA,NA,NA,NA
"2953",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2956",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3023",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3035",1,0,0,1,0,0,1,0,0,0
"3036",1,0,0,0,0,0,0,NA,NA,NA
"3119",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3229",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3230",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"3285",0,0,0,0,0,0,0,0,0,0
"3312",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3313",0,0,NA,NA,NA,NA,NA,NA,NA,NA
"3314",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3449",1,1,NA,NA,NA,NA,NA,NA,NA,NA
"3533",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3537",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3621",0,0,1,1,0,0,0,1,1,0
"3622",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3704",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3789",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3870",0,NA,NA,NA,NA,NA,NA,NA,NA,NA
