FID,POINTID,record_type,flags,lng,lat,lng_rot,lat_rot
597,598,Hadrosauridae,Late Campanian,-124.43288400,42.32400100,-94.57322839,46.03722895
598,599,Hadrosauridae,Late Campanian,-110.86666900,39.72777900,-81.43382157,44.82967857
599,600,Hadrosauridae,Late Campanian,-110.86666900,39.72777900,-81.43382157,44.82967857
600,601,Hadrosauridae,Late Campanian,-101.11666900,26.11666700,-74.50580974,29.96238911
601,602,Hadrosauridae,Late Campanian,-101.80000300,25.36667100,-75.35560022,29.33316385
602,603,Hadrosauridae,Late Campanian,-101.41666400,25.46666700,-74.94436942,29.37057530
603,604,Hadrosauridae,Late Campanian,-101.38333100,25.51666600,-74.90024384,29.41447425
604,605,Hadrosauridae,Late Campanian,-101.40027600,25.50000000,-74.92090261,29.40077199
605,606,Hadrosauridae,Late Campanian,-101.75000000,25.50000000,-75.27763740,29.45645971
606,607,Hadrosauridae,Late Campanian,-101.40000200,25.70000100,-74.87999560,29.59757856
607,608,Hadrosauridae,Late Campanian,-101.40027600,25.50000000,-74.92090261,29.40077199
608,609,Hadrosauridae,Late Campanian,-101.69999700,25.50000000,-75.22661833,29.44850579
609,610,Hadrosauridae,Late Campanian,-101.30000300,25.66670000,-74.78479099,29.54885169
610,611,Hadrosauridae,Late Campanian,-101.69999700,25.50000000,-75.22661833,29.44850579
611,612,Hadrosauridae,Late Campanian,-101.69999700,25.50000000,-75.22661833,29.44850579
612,613,Hadrosauridae,Late Campanian,-101.69999700,25.50000000,-75.22661833,29.44850579
613,614,Hadrosauridae,Late Campanian,-101.22499800,25.93222200,-74.65411510,29.79819274
614,615,Hadrosauridae,Late Campanian,-101.40027600,25.50000000,-74.92090261,29.40077199
615,616,Hadrosauridae,Late Campanian,-101.40027600,25.50000000,-74.92090261,29.40077199
616,617,Hadrosauridae,Late Campanian,-101.80000300,25.36667100,-75.35560022,29.33316385
617,618,Hadrosauridae,Late Campanian,-101.80000300,25.36667100,-75.35560022,29.33316385
618,619,Hadrosauridae,Late Campanian,-101.35878800,25.54188900,-74.87009974,29.43538660
619,620,Hadrosauridae,Late Campanian,-101.35878800,25.54188900,-74.87009974,29.43538660
620,621,Hadrosauridae,Late Campanian,-101.35878800,25.54188900,-74.87009974,29.43538660
621,622,Hadrosauridae,Late Campanian,-101.80000300,25.36667100,-75.35560022,29.33316385
622,623,Hadrosauridae,Late Campanian,-101.47389200,25.37500000,-75.02127825,29.28946621
623,624,Hadrosauridae,Late Campanian,-101.22499800,25.93222200,-74.65411510,29.79819274
624,625,Hadrosauridae,Late Campanian,-101.22499800,25.93222200,-74.65411510,29.79819274
625,626,Hadrosauridae,Late Campanian,-101.22499800,25.93222200,-74.65411510,29.79819274
626,627,Hadrosauridae,Late Campanian,-101.40027600,25.50000000,-74.92090261,29.40077199
627,628,Hadrosauridae,Late Campanian,-101.40027600,25.50000000,-74.92090261,29.40077199
628,629,Hadrosauridae,Late Campanian,-101.69999700,25.47083300,-75.23252066,29.41979535
629,630,Hadrosauridae,Late Campanian,-101.69999700,25.47083300,-75.23252066,29.41979535
630,631,Hadrosauridae,Late Campanian,-101.40027600,25.50000000,-74.92090261,29.40077199
631,632,Hadrosauridae,Late Campanian,-157.84199500,56.81499900,-124.49535360,68.69952553
632,633,Hadrosauridae,Late Campanian,-109.61496700,31.07819000,-82.19381185,36.13949750
633,634,Hadrosauridae,Late Campanian,-109.79042800,31.12439500,-82.36727948,36.21090874
634,635,Hadrosauridae,Late Campanian,-109.79042800,31.12439500,-82.36727948,36.21090874
635,636,Hadrosauridae,Late Campanian,-109.79042800,31.12439500,-82.36727948,36.21090874
636,637,Hadrosauridae,Late Campanian,-111.46191400,50.75329600,-78.24752927,55.70217287
637,638,Hadrosauridae,Late Campanian,-111.52587100,50.72884800,-78.32780266,55.68842442
638,639,Hadrosauridae,Late Campanian,-111.51389300,50.73420700,-78.31242861,55.69175627
639,640,Hadrosauridae,Late Campanian,-111.52458200,50.72723400,-78.32710299,55.68665943
640,641,Hadrosauridae,Late Campanian,-111.39872000,50.75480300,-78.17811006,55.69379709
641,642,Hadrosauridae,Late Campanian,-111.32554600,50.78130300,-78.08693116,55.70808388
642,643,Hadrosauridae,Late Campanian,-110.47000100,49.11999900,-77.85895543,53.96290917
643,644,Hadrosauridae,Late Campanian,-110.47000100,49.11999900,-77.85895543,53.96290917
644,645,Hadrosauridae,Late Campanian,-110.47000100,49.11999900,-77.85895543,53.96290917
645,646,Hadrosauridae,Late Campanian,-110.47000100,49.11999900,-77.85895543,53.96290917
646,647,Hadrosauridae,Late Campanian,-110.47000100,49.11999900,-77.85895543,53.96290917
647,648,Hadrosauridae,Late Campanian,-111.50000000,50.77999900,-78.27731850,55.73398120
648,649,Hadrosauridae,Late Campanian,-111.48465700,50.75055300,-78.27347778,55.70305285
649,650,Hadrosauridae,Late Campanian,-111.49465200,50.73698800,-78.29027361,55.69145911
650,651,Hadrosauridae,Late Campanian,-111.48005700,50.73704900,-78.27436260,55.68924770
651,652,Hadrosauridae,Late Campanian,-111.45848800,50.74900400,-78.24567423,55.69747958
652,653,Hadrosauridae,Late Campanian,-111.51007800,50.74834100,-78.30211170,55.70486332
653,654,Hadrosauridae,Late Campanian,-111.50212900,50.74765800,-78.29375752,55.70296481
654,655,Hadrosauridae,Late Campanian,-111.48663300,50.75655400,-78.27300922,55.70917699
655,656,Hadrosauridae,Late Campanian,-111.62802900,50.80630100,-78.40522310,55.77938316
656,657,Hadrosauridae,Late Campanian,-111.60974100,50.79108400,-78.39195766,55.76179098
657,658,Hadrosauridae,Late Campanian,-111.62433600,50.80602300,-78.40132237,55.77853972
658,659,Hadrosauridae,Late Campanian,-111.48862500,50.75012600,-78.27798276,55.70325629
659,660,Hadrosauridae,Late Campanian,-111.48802200,50.74165700,-78.28102139,55.69495344
660,661,Hadrosauridae,Late Campanian,-111.61666900,50.68800000,-78.44443608,55.66293994
661,662,Hadrosauridae,Late Campanian,-111.62432900,50.79140100,-78.40770685,55.76436560
662,663,Hadrosauridae,Late Campanian,-111.46303600,50.75006900,-78.25015875,55.69921959
663,664,Hadrosauridae,Late Campanian,-111.51467900,50.76720800,-78.29888458,55.72386675
664,665,Hadrosauridae,Late Campanian,-111.50698100,50.75042300,-78.29783227,55.70639969
665,666,Hadrosauridae,Late Campanian,-111.52496300,50.74854700,-78.31822440,55.70737815
666,667,Hadrosauridae,Late Campanian,-111.57762100,50.81205400,-78.34780916,55.77712323
667,668,Hadrosauridae,Late Campanian,-111.47472400,50.75027800,-78.26278736,55.70124085
668,669,Hadrosauridae,Late Campanian,-111.51491500,50.74993900,-78.30667952,55.70716464
669,670,Hadrosauridae,Late Campanian,-111.63166000,50.80934500,-78.40784669,55.78289798
670,671,Hadrosauridae,Late Campanian,-111.55611400,50.73000000,-78.36022296,55.69424373
671,672,Hadrosauridae,Late Campanian,-111.47480800,50.74625000,-78.26463646,55.69734960
672,673,Hadrosauridae,Late Campanian,-111.50635500,50.75273900,-78.29614025,55.70854722
673,674,Hadrosauridae,Late Campanian,-111.51157400,50.73329200,-78.31030338,55.69050865
674,675,Hadrosauridae,Late Campanian,-111.55980700,50.74159600,-78.35918848,55.70605856
675,676,Hadrosauridae,Late Campanian,-111.60423300,50.82382600,-78.37163824,55.79267070
676,677,Hadrosauridae,Late Campanian,-111.62403900,50.80580100,-78.40109597,55.77827838
677,678,Hadrosauridae,Late Campanian,-111.51458000,50.73985300,-78.31071450,55.69733597
678,679,Hadrosauridae,Late Campanian,-111.50717900,50.74224100,-78.30161725,55.69849956
679,680,Hadrosauridae,Late Campanian,-111.51458000,50.73985300,-78.31071450,55.69733597
680,681,Hadrosauridae,Late Campanian,-111.49473600,50.73704100,-78.29034192,55.69152355
681,682,Hadrosauridae,Late Campanian,-111.53206600,50.73866700,-78.33026567,55.69890582
682,683,Hadrosauridae,Late Campanian,-111.49003600,50.74857300,-78.28019613,55.70197049
683,684,Hadrosauridae,Late Campanian,-111.48474900,50.74459500,-78.27617756,55.69729207
684,685,Hadrosauridae,Late Campanian,-111.44491600,50.74698600,-78.23178595,55.69341146
685,686,Hadrosauridae,Late Campanian,-111.44414500,50.74742500,-78.23075541,55.69371698
686,687,Hadrosauridae,Late Campanian,-111.42697100,50.76227200,-78.20558595,55.70543451
687,688,Hadrosauridae,Late Campanian,-111.61498300,50.80142200,-78.39314760,55.77262632
688,689,Hadrosauridae,Late Campanian,-111.60576600,50.79462100,-78.38608278,55.76460152
689,690,Hadrosauridae,Late Campanian,-111.59736600,50.79312500,-78.37758888,55.76184570
690,691,Hadrosauridae,Late Campanian,-111.61758400,50.78490800,-78.40319783,55.75702357
691,692,Hadrosauridae,Late Campanian,-111.62352000,50.78522900,-78.40952250,55.75825728
692,693,Hadrosauridae,Late Campanian,-111.56611600,50.76102400,-78.35758186,55.72587172
693,694,Hadrosauridae,Late Campanian,-111.63180500,50.82087300,-78.40296114,55.79409430
694,695,Hadrosauridae,Late Campanian,-111.42245500,50.76111200,-78.20117879,55.70360719
695,696,Hadrosauridae,Late Campanian,-111.60581200,50.79244200,-78.38708528,55.76249657
696,697,Hadrosauridae,Late Campanian,-111.51113100,50.57057600,-78.38047526,55.53269293
697,698,Hadrosauridae,Late Campanian,-111.51393100,50.73375300,-78.31266791,55.69132211
698,699,Hadrosauridae,Late Campanian,-111.50180800,50.73843400,-78.29743161,55.69397390
699,700,Hadrosauridae,Late Campanian,-111.36373900,50.78300100,-78.12773225,55.71567938
700,701,Hadrosauridae,Late Campanian,-111.36301400,50.78440500,-78.12632953,55.71692718
701,702,Hadrosauridae,Late Campanian,-111.40068800,50.75626800,-78.17961142,55.69552344
702,703,Hadrosauridae,Late Campanian,-111.56578100,50.74221400,-78.36542306,55.70758641
703,704,Hadrosauridae,Late Campanian,-111.48965500,50.74453700,-78.28154236,55.69799910
704,705,Hadrosauridae,Late Campanian,-111.49118800,50.74321000,-78.28378973,55.69695132
705,706,Hadrosauridae,Late Campanian,-111.54658500,50.73322300,-78.34844446,55.69588639
706,707,Hadrosauridae,Late Campanian,-111.51409100,50.75283100,-78.30452066,55.70983972
707,708,Hadrosauridae,Late Campanian,-111.49322500,50.74606700,-78.28476040,55.70003752
708,709,Hadrosauridae,Late Campanian,-111.48425300,50.73472200,-78.27994395,55.68764489
709,710,Hadrosauridae,Late Campanian,-111.51985900,50.73206700,-78.31985544,55.69060977
710,711,Hadrosauridae,Late Campanian,-111.46907000,50.74543000,-78.25874965,55.69566198
711,712,Hadrosauridae,Late Campanian,-111.47633400,50.75177400,-78.26388666,55.70294141
712,713,Hadrosauridae,Late Campanian,-111.51993600,50.73996400,-78.31649610,55.69827660
713,714,Hadrosauridae,Late Campanian,-111.50463900,50.74908400,-78.29586734,55.70473748
714,715,Hadrosauridae,Late Campanian,-111.49787900,50.76067700,-78.28344960,55.71492296
715,716,Hadrosauridae,Late Campanian,-111.50276900,50.73843800,-78.29847584,55.69412727
716,717,Hadrosauridae,Late Campanian,-111.52958700,50.75174300,-78.32186353,55.71119523
717,718,Hadrosauridae,Late Campanian,-111.47878300,50.74978600,-78.26741956,55.70139550
718,719,Hadrosauridae,Late Campanian,-111.50137300,50.74195100,-78.29542426,55.69731534
719,720,Hadrosauridae,Late Campanian,-111.48092700,50.74920300,-78.27000736,55.70116398
720,721,Hadrosauridae,Late Campanian,-111.50267000,50.74267200,-78.29652147,55.69821597
721,722,Hadrosauridae,Late Campanian,-111.55030100,50.74425900,-78.34767808,55.70716191
722,723,Hadrosauridae,Late Campanian,-111.57960500,50.79431200,-78.35772901,55.76023503
723,724,Hadrosauridae,Late Campanian,-111.58079500,50.79434200,-78.35901171,55.76044912
724,725,Hadrosauridae,Late Campanian,-111.50077800,50.73473400,-78.29792397,55.69022718
725,726,Hadrosauridae,Late Campanian,-111.45645900,50.76777300,-78.23527129,55.71535603
726,727,Hadrosauridae,Late Campanian,-111.39798700,50.76866900,-78.17125579,55.70712232
727,728,Hadrosauridae,Late Campanian,-111.45667300,50.77053500,-78.23429759,55.71806640
728,729,Hadrosauridae,Late Campanian,-111.39704100,50.79606600,-78.15824699,55.73352817
729,730,Hadrosauridae,Late Campanian,-111.41552700,50.76088300,-78.19374075,55.70230673
730,731,Hadrosauridae,Late Campanian,-111.55831900,50.72623400,-78.36426456,55.69093590
731,732,Hadrosauridae,Late Campanian,-111.47740200,50.74969900,-78.26595455,55.70109630
732,733,Hadrosauridae,Late Campanian,-111.57779700,50.81841300,-78.34521805,55.78331402
733,734,Hadrosauridae,Late Campanian,-111.48683200,50.74688700,-78.27744463,55.69983778
734,735,Hadrosauridae,Late Campanian,-111.48092700,50.74920300,-78.27000736,55.70116398
735,736,Hadrosauridae,Late Campanian,-111.60423300,50.82382600,-78.37163824,55.79267070
736,737,Hadrosauridae,Late Campanian,-111.49322500,50.74606700,-78.28476040,55.70003752
737,738,Hadrosauridae,Late Campanian,-110.81666600,49.45000100,-78.09916161,54.33740119
738,739,Hadrosauridae,Late Campanian,-111.52458200,50.72723400,-78.32710299,55.68665943
739,740,Hadrosauridae,Late Campanian,-111.49181400,50.73717900,-78.28710151,55.69120276
740,741,Hadrosauridae,Late Campanian,-111.37455700,50.76432400,-78.14766465,55.69926255
741,742,Hadrosauridae,Late Campanian,-111.51728800,50.74008900,-78.31355922,55.69798592
742,743,Hadrosauridae,Late Campanian,-111.47850800,50.73841100,-78.27208281,55.69032690
743,744,Hadrosauridae,Late Campanian,-111.50717900,50.73020200,-78.30686672,55.68682981
744,745,Hadrosauridae,Late Campanian,-111.52468900,50.75587800,-78.31472726,55.71444157
745,746,Hadrosauridae,Late Campanian,-111.30466500,50.84381100,-78.03683669,55.76540682
746,747,Hadrosauridae,Late Campanian,-111.37136800,50.75770200,-78.14708834,55.69234774
747,748,Hadrosauridae,Late Campanian,-111.30466500,50.84380700,-78.03683845,55.76540294
748,749,Hadrosauridae,Late Campanian,-111.48636600,50.72475100,-78.28659035,55.67830844
749,750,Hadrosauridae,Late Campanian,-111.46823900,50.72482700,-78.26683013,55.67556197
750,751,Hadrosauridae,Late Campanian,-111.52468900,50.75587800,-78.31472726,55.71444157
751,752,Hadrosauridae,Late Campanian,-110.38565800,51.43878200,-76.77335454,56.19759969
752,753,Hadrosauridae,Late Campanian,-110.38569600,51.43608500,-76.77461951,56.19499603
753,754,Hadrosauridae,Late Campanian,-110.38848100,51.46669000,-76.76374219,56.22504736
754,755,Hadrosauridae,Late Campanian,-109.16666400,52.44972200,-74.98273005,56.98153868
755,756,Hadrosauridae,Late Campanian,-111.45765700,50.77288800,-78.23434040,55.72050018
756,757,Hadrosauridae,Late Campanian,-111.51390100,50.75476100,-78.30347158,55.71168092
757,758,Hadrosauridae,Late Campanian,-110.55871600,49.35106700,-77.86067947,54.20112516
758,759,Hadrosauridae,Late Campanian,-111.51157400,50.73329200,-78.31030338,55.69050865
759,760,Hadrosauridae,Late Campanian,-111.49421700,50.73609200,-78.29019088,55.69052293
760,761,Hadrosauridae,Late Campanian,-111.60138700,50.66666800,-78.43706676,55.63988467
761,762,Hadrosauridae,Late Campanian,-111.62000300,50.59999800,-78.48624388,55.57813722
762,763,Hadrosauridae,Late Campanian,-110.24388900,48.02638200,-78.04760643,52.86484848
763,764,Hadrosauridae,Late Campanian,-111.50518800,50.74282100,-78.29919716,55.69875207
764,765,Hadrosauridae,Late Campanian,-111.47653200,50.75160200,-78.26417722,55.70280550
765,766,Hadrosauridae,Late Campanian,-111.46327200,50.74102800,-78.25436043,55.69049295
766,767,Hadrosauridae,Late Campanian,-111.46327200,50.74102800,-78.25436043,55.69049295
767,768,Hadrosauridae,Late Campanian,-79.52916700,34.06416700,-51.07623835,34.14183889
773,774,Hadrosauridae,Late Campanian,-110.76667000,31.66666800,-83.27301657,36.88844013
774,775,Hadrosauridae,Late Campanian,-110.76667000,31.66666800,-83.27301657,36.88844013
775,776,Hadrosauridae,Late Campanian,-110.76667000,31.66666800,-83.27301657,36.88844013
776,777,Hadrosauridae,Late Campanian,-107.00000000,36.00000000,-78.32568221,40.58737805
777,778,Hadrosauridae,Late Campanian,-107.78083000,36.12083400,-79.11340286,40.82499603
778,779,Hadrosauridae,Late Campanian,-108.51361100,36.48611100,-79.79163166,41.29471788
779,780,Hadrosauridae,Late Campanian,-108.17340100,36.25659900,-79.49149966,41.01785865
780,781,Hadrosauridae,Late Campanian,-108.06361400,36.25416600,-79.37687274,40.99884355
781,782,Hadrosauridae,Late Campanian,-105.63510100,36.21210100,-76.85642973,40.59854105
782,783,Hadrosauridae,Late Campanian,-108.26270300,36.27109900,-79.58164976,41.04561261
783,784,Hadrosauridae,Late Campanian,-110.09709900,37.86420100,-81.11156342,42.88581673
784,785,Hadrosauridae,Late Campanian,-108.00000000,35.95277800,-79.38484240,40.69316393
785,786,Hadrosauridae,Late Campanian,-108.25611100,36.27777900,-79.57306626,41.05117697
786,787,Hadrosauridae,Late Campanian,-108.20909900,36.27109900,-79.52536830,41.03750341
787,788,Hadrosauridae,Late Campanian,-108.19129900,36.25659900,-79.51028858,41.02056747
788,789,Hadrosauridae,Late Campanian,-108.20909900,36.27109900,-79.52536830,41.03750341
789,790,Hadrosauridae,Late Campanian,-108.48222400,36.63305700,-79.72182799,41.43430341
790,791,Hadrosauridae,Late Campanian,-108.42028000,36.70472300,-79.63869404,41.49532528
791,792,Hadrosauridae,Late Campanian,-108.06143200,36.15655900,-79.39884609,40.90264167
792,793,Hadrosauridae,Late Campanian,-108.54972100,36.29250000,-79.87782404,41.10998921
793,794,Hadrosauridae,Late Campanian,-108.10209700,36.28570200,-79.40940839,41.03564751
794,795,Hadrosauridae,Late Campanian,-108.10209700,36.28570200,-79.40940839,41.03564751
795,796,Hadrosauridae,Late Campanian,-108.10209700,36.28570200,-79.40940839,41.03564751
796,797,Hadrosauridae,Late Campanian,-108.10209700,36.28570200,-79.40940839,41.03564751
797,798,Hadrosauridae,Late Campanian,-108.10209700,36.28570200,-79.40940839,41.03564751
798,799,Hadrosauridae,Late Campanian,-108.08419800,36.34389900,-79.37611021,41.09009534
799,800,Hadrosauridae,Late Campanian,-108.08419800,36.34389900,-79.37611021,41.09009534
800,801,Hadrosauridae,Late Campanian,-108.10250100,36.29444500,-79.40765419,41.04429595
801,802,Hadrosauridae,Late Campanian,-108.14444700,36.27027900,-79.45770166,41.02691229
802,803,Hadrosauridae,Late Campanian,-108.14444700,36.27027900,-79.45770166,41.02691229
803,804,Hadrosauridae,Late Campanian,-108.14444700,36.27027900,-79.45770166,41.02691229
804,805,Hadrosauridae,Late Campanian,-108.14444700,36.27027900,-79.45770166,41.02691229
805,806,Hadrosauridae,Late Campanian,-108.14444700,36.27027900,-79.45770166,41.02691229
806,807,Hadrosauridae,Late Campanian,-108.14444700,36.27027900,-79.45770166,41.02691229
807,808,Hadrosauridae,Late Campanian,-108.14444700,36.27027900,-79.45770166,41.02691229
808,809,Hadrosauridae,Late Campanian,-108.14444700,36.27027900,-79.45770166,41.02691229
809,810,Hadrosauridae,Late Campanian,-108.14444700,36.27027900,-79.45770166,41.02691229
810,811,Hadrosauridae,Late Campanian,-108.14444700,36.27027900,-79.45770166,41.02691229
811,812,Hadrosauridae,Late Campanian,-108.14444700,36.27027900,-79.45770166,41.02691229
812,813,Hadrosauridae,Late Campanian,-108.16750300,36.26944400,-79.48211199,41.02958253
813,814,Hadrosauridae,Late Campanian,-108.16750300,36.26944400,-79.48211199,41.02958253
814,815,Hadrosauridae,Late Campanian,-108.16750300,36.26944400,-79.48211199,41.02958253
815,816,Hadrosauridae,Late Campanian,-108.19129900,36.30020100,-79.49943564,41.06339422
816,817,Hadrosauridae,Late Campanian,-108.19129900,36.30020100,-79.49943564,41.06339422
817,818,Hadrosauridae,Late Campanian,-108.19129900,36.30020100,-79.49943564,41.06339422
818,819,Hadrosauridae,Late Campanian,-108.07450100,36.22040200,-79.39669857,40.96732977
819,820,Hadrosauridae,Late Campanian,-108.07450100,36.22040200,-79.39669857,40.96732977
820,821,Hadrosauridae,Late Campanian,-108.08419800,36.21300100,-79.40871503,40.96152922
821,822,Hadrosauridae,Late Campanian,-107.96167000,36.06055500,-79.31799319,40.79322449
822,823,Hadrosauridae,Late Campanian,-107.96167000,36.06055500,-79.31799319,40.79322449
823,824,Hadrosauridae,Late Campanian,-107.96167000,36.06055500,-79.31799319,40.79322449
824,825,Hadrosauridae,Late Campanian,-108.06639900,36.34389900,-79.35742793,41.08739845
825,826,Hadrosauridae,Late Campanian,-108.10250100,36.29444500,-79.40765419,41.04429595
826,827,Hadrosauridae,Late Campanian,-108.10250100,36.29444500,-79.40765419,41.04429595
827,828,Hadrosauridae,Late Campanian,-108.04850000,36.32930000,-79.34228513,41.07034767
828,829,Hadrosauridae,Late Campanian,-108.10250100,36.28444300,-79.41014606,41.03447213
829,830,Hadrosauridae,Late Campanian,-108.08419800,36.30020100,-79.38700892,41.04717682
830,831,Hadrosauridae,Late Campanian,-108.08419800,36.30020100,-79.38700892,41.04717682
831,832,Hadrosauridae,Late Campanian,-108.17340100,36.25659900,-79.49149966,41.01785865
832,833,Hadrosauridae,Late Campanian,-108.14444700,36.27027900,-79.45770166,41.02691229
833,834,Hadrosauridae,Late Campanian,-108.14444700,36.27027900,-79.45770166,41.02691229
834,835,Hadrosauridae,Late Campanian,-108.14444700,36.27027900,-79.45770166,41.02691229
835,836,Hadrosauridae,Late Campanian,-108.14444700,36.27027900,-79.45770166,41.02691229
836,837,Hadrosauridae,Late Campanian,-108.14444700,36.27027900,-79.45770166,41.02691229
837,838,Hadrosauridae,Late Campanian,-108.14444700,36.27027900,-79.45770166,41.02691229
838,839,Hadrosauridae,Late Campanian,-108.14444700,36.27027900,-79.45770166,41.02691229
839,840,Hadrosauridae,Late Campanian,-108.14444700,36.27027900,-79.45770166,41.02691229
840,841,Hadrosauridae,Late Campanian,-108.17340100,36.31480000,-79.47700802,41.07502427
841,842,Hadrosauridae,Late Campanian,-108.14444700,36.27027900,-79.45770166,41.02691229
842,843,Hadrosauridae,Late Campanian,-108.14444700,36.27027900,-79.45770166,41.02691229
843,844,Hadrosauridae,Late Campanian,-108.14444700,36.27027900,-79.45770166,41.02691229
844,845,Hadrosauridae,Late Campanian,-108.14444700,36.27027900,-79.45770166,41.02691229
845,846,Hadrosauridae,Late Campanian,-108.25611100,36.27777900,-79.57306626,41.05117697
846,847,Hadrosauridae,Late Campanian,-108.25611100,36.27777900,-79.57306626,41.05117697
847,848,Hadrosauridae,Late Campanian,-107.63639100,36.02083200,-78.98682167,40.70483284
848,849,Hadrosauridae,Late Campanian,-107.63639100,36.02083200,-78.98682167,40.70483284
849,850,Hadrosauridae,Late Campanian,-107.83439600,36.15480000,-79.16112943,40.86648846
850,851,Hadrosauridae,Late Campanian,-106.53880300,35.90630000,-77.86683670,40.42475708
851,852,Hadrosauridae,Late Campanian,-107.95929700,36.16930000,-79.28852678,40.89967773
852,853,Hadrosauridae,Late Campanian,-107.96167000,36.06055500,-79.31799319,40.79322449
853,854,Hadrosauridae,Late Campanian,-107.94149800,36.22750100,-79.25537966,40.95414289
854,855,Hadrosauridae,Late Campanian,-107.94149800,36.22750100,-79.25537966,40.95414289
855,856,Hadrosauridae,Late Campanian,-107.79805800,36.02444500,-79.15537339,40.73293803
856,857,Hadrosauridae,Late Campanian,-107.79805800,36.02444500,-79.15537339,40.73293803
857,858,Hadrosauridae,Late Campanian,-107.79805800,36.02444500,-79.15537339,40.73293803
858,859,Hadrosauridae,Late Campanian,-107.79805800,36.02444500,-79.15537339,40.73293803
859,860,Hadrosauridae,Late Campanian,-107.79805800,36.02444500,-79.15537339,40.73293803
860,861,Hadrosauridae,Late Campanian,-107.45527600,35.89694200,-78.82776877,40.55560183
861,862,Hadrosauridae,Late Campanian,-108.19129900,36.24200100,-79.51391900,41.00622880
862,863,Hadrosauridae,Late Campanian,-108.19129900,36.24200100,-79.51391900,41.00622880
863,864,Hadrosauridae,Late Campanian,-108.19129900,36.24200100,-79.51391900,41.00622880
864,865,Hadrosauridae,Late Campanian,-108.10944400,36.14277600,-79.45264678,40.89637437
865,866,Hadrosauridae,Late Campanian,-107.96167000,36.06055500,-79.31799319,40.79322449
866,867,Hadrosauridae,Late Campanian,-108.14444700,36.27027900,-79.45770166,41.02691229
867,868,Hadrosauridae,Late Campanian,-108.14444700,36.27027900,-79.45770166,41.02691229
868,869,Hadrosauridae,Late Campanian,-108.14444700,36.27027900,-79.45770166,41.02691229
869,870,Hadrosauridae,Late Campanian,-108.17340100,36.31480000,-79.47700802,41.07502427
870,871,Hadrosauridae,Late Campanian,-108.25611100,36.27777900,-79.57306626,41.05117697
871,872,Hadrosauridae,Late Campanian,-107.83439600,36.24200100,-79.13942531,40.95213286
872,873,Hadrosauridae,Late Campanian,-108.11990400,36.28570200,-79.42809913,41.03834443
873,874,Hadrosauridae,Late Campanian,-108.11990400,36.28570200,-79.42809913,41.03834443
874,875,Hadrosauridae,Late Campanian,-108.11990400,36.18389900,-79.45341786,40.93835146
875,876,Hadrosauridae,Late Campanian,-108.04850000,36.30020100,-79.34954282,41.04176795
876,877,Hadrosauridae,Late Campanian,-108.06639900,36.30020100,-79.36832791,41.04448018
877,878,Hadrosauridae,Late Campanian,-108.10209700,36.28570200,-79.40940839,41.03564751
878,879,Hadrosauridae,Late Campanian,-108.10209700,36.30020100,-79.40579576,41.04988819
879,880,Hadrosauridae,Late Campanian,-108.10209700,36.30020100,-79.40579576,41.04988819
880,881,Hadrosauridae,Late Campanian,-108.10250100,36.29444500,-79.40765419,41.04429595
881,882,Hadrosauridae,Late Campanian,-107.38829800,35.92210000,-78.75140834,40.57011397
882,883,Hadrosauridae,Late Campanian,-108.24479700,36.27109900,-79.56284849,41.04290423
883,884,Hadrosauridae,Late Campanian,-108.20909900,36.27109900,-79.52536830,41.03750341
884,885,Hadrosauridae,Late Campanian,-108.20909900,36.27109900,-79.52536830,41.03750341
885,886,Hadrosauridae,Late Campanian,-108.20909900,36.25659900,-79.52897549,41.02326103
886,887,Hadrosauridae,Late Campanian,-108.22699700,36.27109900,-79.54415940,41.04021145
887,888,Hadrosauridae,Late Campanian,-107.76805900,36.83638800,-78.92033410,41.52571367
888,889,Hadrosauridae,Late Campanian,-108.11990400,36.34389900,-79.41359077,41.09550421
889,890,Hadrosauridae,Late Campanian,-108.26270300,36.34389900,-79.56352199,41.11711874
890,891,Hadrosauridae,Late Campanian,-107.97720300,36.15480000,-79.31091277,40.88815031
891,892,Hadrosauridae,Late Campanian,-107.78083000,36.12083400,-79.11340286,40.82499603
892,893,Hadrosauridae,Late Campanian,-112.51667000,51.38333100,-79.12013090,56.47628496
893,894,Hadrosauridae,Late Campanian,-113.03934500,49.94543100,-80.31328463,55.16170879
894,895,Hadrosauridae,Late Campanian,-112.91130100,51.65179800,-79.43164520,56.79726693
895,896,Hadrosauridae,Late Campanian,-112.88305700,51.53305400,-79.45436043,56.67788183
896,897,Hadrosauridae,Late Campanian,-112.76194800,51.47611200,-79.34718788,56.60404290
897,898,Hadrosauridae,Late Campanian,-112.93479900,51.63000100,-79.46731689,56.77977383
898,899,Hadrosauridae,Late Campanian,-113.88710000,53.34489800,-79.70553604,58.58553634
899,900,Hadrosauridae,Late Campanian,-108.90972100,48.00694300,-76.62172472,52.63687562
900,901,Hadrosauridae,Late Campanian,-109.35305800,43.63611200,-78.64206149,48.44700842
901,902,Hadrosauridae,Late Campanian,-109.61777500,47.73583200,-77.48570554,52.48449174
902,903,Hadrosauridae,Late Campanian,-109.58969900,47.80820100,-77.42784519,52.55047388
903,904,Hadrosauridae,Late Campanian,-109.58969900,47.80820100,-77.42784519,52.55047388
904,905,Hadrosauridae,Late Campanian,-110.58329800,48.91669800,-78.06337021,53.78311063
