"","y.1","y.2","y.3","y.4","y.5","y.6","y.7","y.8","y.9","y.10","y.11","y.12","y.13","y.14","y.15","y.16","y.17","y.18","y.19","y.20","y.21","y.22","y.23","y.24","y.25","y.26","y.27","y.28","y.29","y.30"
"11707",187659,187679,187674,187660,97800,187669,205766,187666,69799,187667,197478,172613,187678,187676,187664,132512,230164,187671,187673,187672,70276,97802,58520,187695,187663,140241,187661,181391,167893,187662
"11708",14429,14467,75839,75840,75845,75846,75847,75851,187710,187711,187712,187713,190352,192253,192254,192255,196592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11710",47822,52036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11871",75849,75850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11872",187675,187702,187703,187704,187705,187706,187707,187708,187714,187715,190747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11873",97806,176982,230163,97811,84301,187689,187692,137833,187690,155992,187688,187694,230166,120364,97804,219712,195190,187687,187658,187655,178847,187685,97805,192256,187683,187691,97810,97809,187684,195191
"11874",14466,75837,75838,84300,187680,187681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12046",56648,56650,56652,62477,62478,62479,62484,62528,62530,179270,222074,222078,222081,222083,222084,222086,222087,222088,222089,222090,222091,222640,227186,229119,230005,230006,230007,230008,230009,230010
"12211",154645,154390,53981,154663,100677,96813,154657,154625,154601,154592,154585,154599,154632,154669,154588,36542,154623,154609,154384,154425,154587,154421,154418,154385,154394,96814,222483,154665,154648,154612
"12212",61858,56266,47818,56011,56017,56425,56118,154570,194876,56117,56043,56644,56445,56627,56024,47193,56616,56104,154397,53982,154662,56088,56284,56298,64004,56111,56107,64003,56278,35518
"12213",56367,154608,56571,154423,154568,54101,209047,39229,56440,154647,56566,46996,56368,64094,154419,56569,56366,154615,56261,56438,62548,196543,54097,100582,56373,154383,156486,128456,154422,56572
"12379",51534,56575,56576,56577,56578,56579,56580,56581,56582,56584,56585,56587,56588,56589,56591,56593,56594,56595,56597,56598,56601,56602,56603,56604,56605,56606,56607,NA,NA,NA
"12380",56324,56381,56456,56457,56458,64011,64012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12381",56323,56613,222071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13210",55288,55289,55290,55291,55292,55293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13373",228651,228652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
