collection_no,siteID,bin_assignment,lat,lng,Distance
142325,9896,teyen,43.422,-104.495,1997.881918
142326,9232,teyen,45.482,-104.192,1653.378035
142328,8059,teyep,48.615,-109.675,254.4419875
142375,9233,teyen,45.327,-103.977,2755.223514
142376,8396,teyen,47.547,-107.116,3002.365949
142488,8735,teyen,46.504,-103.874,2440.367335
142489,8894,teyen,46.241,-107.381,901.021442
142490,8894,teyen,46.241,-107.381,901.021442
142491,8894,teyen,46.241,-107.381,901.021442
142492,8894,teyen,46.241,-107.381,901.021442
142493,8894,teyen,46.241,-107.381,901.021442
142495,8391,teyep,47.943,-109.665,4195.15368
142496,8219,teyeq,48.347,-112.653,613.6432992
142497,8220,teyeq,48.492,-112.469,1472.569085
142498,8053,teyeq,48.936,-112.642,728.0343653
142499,8220,teyeq,48.462,-112.066,1001.738134
142506,8059,teyep,48.615,-109.675,254.4419875
142509,9232,teyep,45.326,-104.034,2414.036879
142510,8889,teyep,46.282,-109.51,588.465576
142511,8890,teyep,46.286,-109.318,151.6306269
142512,9066,teyep,45.523,-104.474,457.7283773
142753,9230,teyen,45.349,-105.24,27.67577144
143007,7391,teyep,50.71,-111.548,2613.789392
143525,11056,teyeo,39.755,-105.222,67.28587452
144499,8562,teyen,47.266,-107.126,126.6395608
144500,8562,teyen,47.266,-107.126,126.6395608
144501,8562,teyen,47.266,-107.126,126.6395608
144502,8397,teyen,47.6,-106.917,3177.938543
144503,8562,teyen,47.266,-107.126,126.6395608
144504,8562,teyen,47.266,-107.126,126.6395608
144505,8562,teyen,47.266,-107.126,126.6395608
144506,8562,teyen,47.266,-107.126,126.6395608
144509,7891,teyeq,49.036,-110.694,2651.660061
144509,7891,teyeq,49.036,-110.694,2651.660061
144510,7891,teyeq,49.179,-110.683,968.0793551
144510,7891,teyeq,49.179,-110.683,968.0793551
144518,12212,teyep,36.281,-108.464,1635.010744
144518,12212,teyep,36.281,-108.464,1635.010744
144519,12213,teyep,36.121,-107.781,1500.60276
144520,12213,teyep,36.1,-107.786,1746.07845
144539,6557,teyeo,53.264,-113.806,12.04535106
144551,7392,teyep,50.749,-111.472,3127.085925
144561,7223,teyeo,51.497,-112.778,348.2728028
146191,7891,teyep,49.1,-110.94,2615.672224
146191,7891,teyep,49.1,-110.94,2615.672224
146193,7891,teyeq,49.1,-110.94,2615.672224
146193,7891,teyeq,49.1,-110.94,2615.672224
146194,7891,teyeq,49.1,-110.94,2615.672224
146194,7891,teyeq,49.1,-110.94,2615.672224
146195,7391,teyep,50.756,-111.525,2763.970522
146196,7391,teyep,50.756,-111.525,2763.970522
146197,7391,teyep,50.756,-111.525,2763.970522
146198,7391,teyep,50.756,-111.525,2763.970522
150748,7720,teyeq,49.775,-113.324,240.2273332
150884,12212,teyep,36.157,-108.061,776.6341904
150887,11212,teyeq,39.097,-110.168,1237.056944
150889,9234,teyen,45.429,-103.381,1212.55402
150890,9067,teyen,45.516,-103.504,306.7437649
150891,9067,teyen,45.603,-103.627,595.3599819
150892,9233,teyen,45.408,-103.72,1206.89333
150893,9233,teyen,45.393,-103.7,1048.152426
150894,9233,teyen,45.335,-103.721,1270.421191
150895,9070,teyen,45.708,-102.055,827.8096708
150896,8385,teyeq,47.823,-112.503,1751.977215
150931,9059,teyen,45.904,-107.65,429.3821996
150932,9725,teyen,43.737,-106.77,599.3483908
150933,9391,teyen,44.613,-107.977,1119.704475
150976,9895,teyen,43.341,-104.531,1814.327896
150977,8220,teyeq,48.485,-112.43,1593.356429
150979,7057,teyeo,51.746,-112.958,1090.280701
152258,7891,teyeq,49.084,-110.682,2085.077463
152258,7891,teyeq,49.084,-110.682,2085.077463
152259,7892,teyep,49.067,-110.45,1370.455714
152268,7223,teyeo,51.48,-112.86,748.4938191
152270,7057,teyeo,51.652,-112.902,0.447935143
152271,5886,teyeo,55.464,-117.415,1503.647372
152272,7222,teyeo,51.486,-113.151,536.9894816
152279,7392,teyep,50.772,-111.443,3292.47872
152280,7223,teyeo,51.47,-112.749,225.868751
152397,8562,teyen,47.053,-107.35,956.105732
152399,7729,teyen,49.505,-108.767,143.1058607
152400,7896,teyen,49.341,-108.332,560.8014767
152401,7896,teyen,49.341,-108.332,560.8014767
152402,7896,teyen,49.331,-108.489,492.2572198
152403,6557,teyeo,53.345,-113.887,878.637582
154342,12212,teyep,36.2,-108.1,535.3877814
154365,12212,teyep,36.5,-108.083,1080.909697
154366,12212,teyep,36.5,-108.083,1080.909697
154367,12212,teyep,36.2,-108.1,535.3877814
154369,12212,teyep,36.3,-108.1,1287.711183
154370,12212,teyep,36.3,-108.1,1287.711183
154371,12212,teyep,36.3,-108.1,1287.711183
154372,12213,teyep,36.16,-107.929,1892.622131
154373,12213,teyep,36.16,-107.929,1892.622131
154374,12212,teyep,36.3,-108.1,1287.711183
154379,12212,teyep,36.28,-108.1,1091.899859
154380,12212,teyep,36.28,-108.1,1091.899859
154381,12212,teyep,36.28,-108.1,1091.899859
154382,12213,teyep,36.15,-107.92,1946.794615
154383,12213,teyep,36.121,-107.781,1500.60276
154384,12211,teyep,36.29,-108.54,1406.138502
154385,12211,teyep,36.29,-108.54,1406.138502
154386,12213,teyep,36.121,-107.781,1500.60276
154387,12212,teyep,36.269,-108.167,721.0228977
154388,12212,teyep,36.269,-108.167,721.0228977
154390,12211,teyep,36.29,-108.54,1406.138502
154394,12211,teyep,36.29,-108.54,1406.138502
154395,12213,teyep,36.121,-107.781,1500.60276
154397,12212,teyep,36.269,-108.167,721.0228977
154417,12211,teyep,36.29,-108.54,1406.138502
154418,12211,teyep,36.29,-108.54,1406.138502
154419,12213,teyep,36.121,-107.781,1500.60276
154421,12211,teyep,36.29,-108.54,1406.138502
154422,12213,teyep,36.121,-107.781,1500.60276
154423,12213,teyep,36.121,-107.781,1500.60276
154424,12213,teyep,36.121,-107.781,1500.60276
154425,12211,teyep,36.29,-108.54,1406.138502
154426,12213,teyep,36.121,-107.781,1500.60276
154429,12212,teyeo,36.269,-108.167,721.0228977
154462,12212,teyep,36.3,-108.1,1287.711183
154567,12211,teyep,36.29,-108.54,1406.138502
154568,12213,teyep,36.121,-107.781,1500.60276
154569,12212,teyep,36.2,-108.1,535.3877814
154570,12212,teyep,36.3,-108.1,1287.711183
154571,12213,teyep,36.169,-107.799,1073.278059
154584,12211,teyep,36.29,-108.54,1406.138502
154585,12211,teyep,36.29,-108.54,1406.138502
154586,12213,teyep,36.121,-107.781,1500.60276
154587,12211,teyep,36.29,-108.54,1406.138502
154588,12211,teyep,36.29,-108.54,1406.138502
154590,12212,teyep,36.5,-108.083,1080.909697
154591,12212,teyep,36.5,-108.083,1080.909697
154592,12211,teyep,36.29,-108.54,1406.138502
154593,12213,teyep,36.121,-107.781,1500.60276
154594,12213,teyep,36.16,-107.929,1892.622131
154595,12212,teyep,36.28,-108.1,1091.899859
154596,12212,teyep,36.3,-108.1,1287.711183
154598,12212,teyep,36.28,-108.1,1091.899859
154599,12211,teyep,36.29,-108.54,1406.138502
154600,12211,teyep,36.29,-108.54,1406.138502
154601,12211,teyep,36.29,-108.54,1406.138502
154602,12212,teyep,36.2,-108.1,535.3877814
154608,12213,teyep,36.121,-107.781,1500.60276
154609,12211,teyep,36.29,-108.54,1406.138502
154610,12212,teyep,36.269,-108.167,721.0228977
154611,12212,teyep,36.269,-108.167,721.0228977
154612,12211,teyep,36.29,-108.54,1406.138502
154613,12212,teyep,36.269,-108.167,721.0228977
154614,12212,teyep,36.3,-108.1,1287.711183
154615,12213,teyep,36.121,-107.781,1500.60276
154616,12212,teyeo,36.269,-108.167,721.0228977
154620,12211,teyep,36.29,-108.54,1406.138502
154621,12211,teyep,36.29,-108.54,1406.138502
154622,12211,teyep,36.29,-108.54,1406.138502
154623,12211,teyep,36.29,-108.54,1406.138502
154624,12211,teyep,36.29,-108.54,1406.138502
154625,12211,teyep,36.29,-108.54,1406.138502
154627,12212,teyep,36.3,-108.1,1287.711183
154628,12213,teyep,36.121,-107.781,1500.60276
154629,12212,teyep,36.269,-108.167,721.0228977
154630,12212,teyep,36.269,-108.167,721.0228977
154632,12211,teyep,36.29,-108.54,1406.138502
154639,12212,teyep,36.3,-108.1,1287.711183
154643,12212,teyep,36.269,-108.167,721.0228977
154644,12213,teyep,36.121,-107.781,1500.60276
154645,12211,teyep,36.29,-108.54,1406.138502
154646,12211,teyep,36.29,-108.54,1406.138502
154647,12213,teyep,36.121,-107.781,1500.60276
154648,12211,teyep,36.29,-108.54,1406.138502
154657,12211,teyep,36.29,-108.54,1406.138502
154658,12211,teyep,36.29,-108.54,1406.138502
154659,12211,teyep,36.29,-108.54,1406.138502
154660,12211,teyep,36.29,-108.54,1406.138502
154661,12212,teyep,36.5,-108.083,1080.909697
154662,12212,teyep,36.269,-108.167,721.0228977
154663,12211,teyep,36.29,-108.54,1406.138502
154664,12213,teyep,36.121,-107.781,1500.60276
154665,12211,teyep,36.29,-108.54,1406.138502
154666,12212,teyep,36.269,-108.167,721.0228977
154667,12212,teyep,36.28,-108.1,1091.899859
154668,12213,teyep,36.169,-107.799,1073.278059
154669,12211,teyep,36.29,-108.54,1406.138502
154700,12212,teyep,36.269,-108.167,721.0228977
154928,8901,teyen,46.328,-103.979,324.3148746
155027,7891,teyep,49.222,-110.642,461.4802685
155220,7228,teyep,51.439,-110.386,581.2833737
155221,7228,teyep,51.439,-110.386,581.2833737
155222,7057,teyeo,51.543,-112.819,627.8390137
155223,7056,teyeo,51.863,-113.005,1549.558629
155224,7391,teyeo,50.831,-111.604,2161.073314
155225,7057,teyeo,51.645,-112.888,65.50645459
155226,7389,teyeo,50.699,-112.984,1927.800402
155227,7057,teyeo,51.688,-112.911,407.6797051
155228,7391,teyep,50.824,-111.604,2190.190362
155258,7892,teyep,49.04,-110.369,812.074934
155263,7392,teyep,50.766,-111.368,3784.864687
155264,7391,teyep,50.771,-111.524,2752.006251
155265,7392,teyep,50.753,-111.419,3472.796102
155266,7392,teyep,50.749,-111.407,3480.514652
155267,7391,teyep,50.813,-111.606,2199.661373
155992,11873,teyep,37.493,-111.736,1821.369612
156148,12212,teyep,36.3,-108.2,561.5447265
156486,12213,teyep,36.151,-107.925,1935.058822
156536,7392,teyep,50.749,-111.472,3127.085925
156538,8391,teyep,47.719,-109.637,4500.17825
156799,7057,teyeo,51.611,-112.875,443.1411774
157187,8398,teyen,47.733,-106.256,736.7768573
157188,7718,teyen,49.607,-114.107,286.7526798
157189,9237,teyen,45.054,-101.968,182.6542638
161171,9065,teyen,45.77,-104.932,3176.998676
161171,9065,teyen,45.77,-104.932,3176.998676
161248,6047,teyep,54.977,-119.564,2640.40645
162141,6891,teyep,52.081,-112.981,1710.238323
162145,7391,teyep,50.844,-111.788,937.2350418
162171,7892,teyeq,49.067,-110.45,1370.455714
162855,8397,teyen,47.6,-107,3301.471327
162946,7899,teyen,49.052,-106.577,1460.844889
163047,7394,teyeq,50.742,-110.086,109.5453407
163048,7888,teyeq,49.283,-112.2,16.76718568
163049,7888,teyeq,49.283,-112.2,16.76718568
163050,5881,teyep,55.081,-119.526,1458.109013
164991,10394,teyen,41.908,-104.198,116.2211797
164992,10394,teyen,41.908,-104.198,116.2211797
164993,10394,teyen,41.735,-104.371,64.82944943
165179,7392,teyep,50.755,-111.491,2991.283839
165876,10381,teyeo,41.748,-110.626,476.7520258
165877,10389,teyeo,41.835,-106.623,68.53539877
165878,10389,teyen,41.835,-106.623,68.53539877
165881,9718,teyeo,43.814,-110.226,1.394872424
165886,9551,teyeo,44.021,-110.517,1114.318685
165887,9552,teyeo,44.128,-110.398,1971.065893
165888,9054,teyeq,45.8,-110.5,108.3366052
167302,10883,teyep,40.032,-108.847,602.63793
167380,11880,teyeo,37.004,-108.085,817.2734768
167381,11880,teyeo,37.047,-108.067,923.6820091
167382,11882,teyeo,37.259,-107.463,108.5876326
167421,11543,teyeq,38.068,-110.93,2567.085311
167423,9053,teyep,45.637,-110.701,294.8852226
167424,11543,teyeq,38.054,-110.937,2654.492387
167426,8889,teyen,46.242,-109.686,1496.016871
167430,9053,teyeo,45.662,-110.745,5.604810249
167431,9053,teyeo,45.951,-110.829,176.750565
167433,9053,teyeo,45.951,-110.829,176.750565
167436,8887,teyeo,46.096,-110.798,514.622402
167437,8887,teyeo,46.096,-110.798,514.622402
167468,9053,teyeq,45.983,-110.917,545.7559237
167489,11542,teyeq,38.084,-111.005,2244.036925
167492,11543,teyeq,38.064,-110.966,2567.767074
167493,11543,teyeq,38.074,-110.92,2474.887725
167495,11543,teyeq,38.07,-110.925,2522.565481
167498,11542,teyeq,38.084,-111.003,2248.442001
167499,11543,teyeq,38.076,-110.921,2480.044615
167500,11543,teyeq,38.07,-110.929,2555.303499
167501,11543,teyeq,38.071,-110.99,2425.545558
167502,11543,teyeq,38.052,-110.933,2627.208551
167517,11543,teyeq,38.073,-110.981,2426.216179
167522,11543,teyeq,38.078,-110.928,2534.778294
167526,11543,teyeq,38.078,-110.928,2534.778294
167528,11543,teyeq,38.09,-110.962,2297.251432
167529,11543,teyeq,38.051,-110.934,2637.865718
167530,11543,teyeq,38.068,-110.913,2428.208462
167660,7391,teyep,50.74,-111.51,2894.031973
167797,7886,teyeo,49.426,-113.014,586.4016459
167798,7720,teyeo,49.945,-113.039,318.2484917
167799,7718,teyeo,49.826,-114.219,523.757693
167800,8726,teyep,46.76,-108.001,2092.739376
167801,8726,teyep,46.76,-108.001,2092.739376
167802,8726,teyep,46.76,-108.001,2092.739376
167804,8063,teyep,48.572,-107.738,63.97525416
167893,11707,teyeq,37.56,-111.71,1406.577317
167894,11707,teyeq,37.6,-111.61,1638.044743
167916,11707,teyeq,37.6,-111.9,95.94772879
167918,9897,teyep,43.16,-103.615,2365.576489
167986,7392,teyep,50.741,-111.463,3201.56188
168226,7891,teyeq,49.059,-110.722,2397.639152
168226,7891,teyeq,49.059,-110.722,2397.639152
168404,7057,teyen,51.953,-112.935,1414.627623
169229,12212,teyep,36.344,-108.209,362.4976885
170675,7896,teyen,49.341,-108.332,560.8014767
171027,12212,teyeo,36.344,-108.102,1271.108968
171028,12212,teyeo,36.315,-108.084,1441.778823
171030,12212,teyep,36.344,-108.084,1423.959134
171031,12212,teyeo,36.344,-108.084,1423.959134
171032,12212,teyeo,36.2,-108.1,535.3877814
171094,9895,teyen,43.256,-104.608,2047.197282
171408,7891,teyeq,49.121,-110.863,2081.972287
171408,7891,teyeq,49.121,-110.863,2081.972287
172371,7057,teyen,51.938,-112.959,1563.805078
172570,12212,teyep,36.287,-108.095,1183.287282
172610,7391,teyeq,50.755,-111.531,2725.77934
172613,11707,teyep,37.667,-111.733,611.0108086
172642,9065,teyen,45.762,-104.924,3170.060268
172642,9065,teyen,45.762,-104.924,3170.060268
172644,9065,teyen,45.762,-104.923,3163.672907
172644,9065,teyen,45.762,-104.923,3163.672907
173841,8397,teyen,47.609,-106.955,3333.880656
173842,8396,teyen,47.536,-107.019,2604.78878
174241,9234,teyen,45.233,-103.208,107.6012837
175824,7391,teyep,50.728,-111.558,2609.000568
175972,10059,teyen,42.883,-105.854,34.68764109
176227,7391,teyep,50.743,-111.505,2920.381517
176228,7391,teyep,50.742,-111.504,2929.104425
176678,8397,teyen,47.6,-107,3301.471327
176680,8397,teyen,47.6,-107,3301.471327
176689,8398,teyen,47.8,-106.1,365.3869433
176740,11056,teyeo,39.733,-105.05,26.16584899
176741,11056,teyen,39.9,-105.1,31.63983075
176742,11056,teyen,39.95,-105.233,7.937139837
176743,11056,teyen,39.7,-105.2,26.23491573
176843,11223,teyeo,39.5,-104.7,494.9137132
176844,11223,teyeo,39.5,-104.7,494.9137132
176845,11223,teyeo,39.5,-104.7,494.9137132
176846,11223,teyeo,39.5,-104.7,494.9137132
176847,11223,teyeo,39.5,-104.7,494.9137132
176848,11223,teyeo,39.5,-104.7,494.9137132
176850,11223,teyen,39.5,-104.7,494.9137132
176851,11223,teyen,39.5,-104.7,494.9137132
176869,11223,teyen,39.5,-104.7,494.9137132
176982,11873,teyep,37.452,-111.532,3228.337958
177026,8889,teyep,46.282,-109.51,588.465576
177027,8890,teyep,46.1,-109.1,1582.781046
177030,8393,teyep,47.766,-108.949,1682.464512
177143,7391,teyeq,50.73,-111.8,1018.567222
177458,11378,teyeo,38.941,-110.405,202.2602744
177459,11378,teyeo,38.941,-110.405,202.2602744
178847,11873,teyeq,37.45,-111.53,3251.639169
179240,7392,teyeq,50.786,-111.351,3902.486434
179241,7392,teyeq,50.728,-111.5,2954.473029
179242,7391,teyep,50.742,-111.546,2652.866359
179243,7392,teyeq,50.742,-111.477,3107.129765
179244,7391,teyeq,50.822,-111.569,2417.799351
179245,7391,teyeq,50.778,-111.51,2840.678629
179246,7391,teyeq,50.778,-111.51,2840.678629
179248,7735,teyeo,49.622,-105.785,541.3169479
179269,12046,teyeo,36.972,-108.085,856.3761432
179270,12046,teyep,36.71,-108.223,95.11519198
179271,12212,teyep,36.257,-108.191,516.0858137
179272,12212,teyeo,36.344,-108.084,1423.959134
179273,12212,teyeo,36.357,-108.136,982.2502396
179275,9887,teyeo,43.497,-108.784,3151.035847
179275,9887,teyeo,43.497,-108.784,3151.035847
179276,9555,teyeo,44.113,-108.798,78.19366143
179968,9232,teyen,45.482,-104.192,1653.378035
179969,9233,teyen,45.393,-103.967,3014.829079
179970,9233,teyen,45.461,-103.842,2180.76541
179991,8401,teyen,47.79,-104.56,1021.723575
180016,9895,teyen,43.184,-104.514,1391.719008
180638,7729,teyen,49.517,-108.817,36.49217212
180856,7223,teyeo,51.491,-112.806,532.593299
181024,7725,teyeq,49.6,-111,1415.054076
181269,9895,teyen,43.028,-104.644,6.831799173
181391,11707,teyeq,37.565,-111.734,1207.779012
181392,11873,teyep,37.439,-111.801,2092.593301
182584,10726,teyeo,40.76,-104.158,104.6839279
182649,6047,teyep,54.545,-119.547,5172.419029
183109,9064,teyen,45.66,-105.08,3438.879797
183110,9064,teyen,45.678,-105.079,3482.040113
183290,8398,teyen,47.8,-106.1,365.3869433
183291,8901,teyen,46.318,-103.944,241.0806637
183292,8901,teyen,46.182,-103.751,791.7350047
184041,7391,teyep,50.725,-111.563,2583.721634
184700,11887,teyen,37.118,-104.517,31.68670278
184945,8385,teyeq,47.635,-112.583,1818.897605
187421,7392,teyep,50.836,-111.139,5151.662645
187581,7392,teyep,50.562,-111.464,1450.937852
187655,11873,teyep,37.42,-111.793,2319.671436
187656,11873,teyep,37.42,-111.793,2319.671436
187657,11873,teyep,37.42,-111.793,2319.671436
187658,11873,teyep,37.42,-111.793,2319.671436
187659,11707,teyep,37.746,-111.61,287.4349432
187660,11707,teyep,37.746,-111.61,287.4349432
187661,11707,teyep,37.746,-111.61,287.4349432
187662,11707,teyep,37.746,-111.61,287.4349432
187663,11707,teyep,37.58,-111.936,148.4002498
187664,11707,teyep,37.58,-111.936,148.4002498
187665,11707,teyep,37.58,-111.936,148.4002498
187666,11707,teyep,37.58,-111.936,148.4002498
187667,11707,teyep,37.746,-111.61,287.4349432
187668,11707,teyep,37.746,-111.61,287.4349432
187669,11707,teyep,37.746,-111.61,287.4349432
187670,11707,teyep,37.746,-111.61,287.4349432
187671,11707,teyep,37.746,-111.61,287.4349432
187672,11707,teyep,37.715,-111.783,16.46718455
187673,11707,teyep,37.746,-111.61,287.4349432
187674,11707,teyep,37.746,-111.61,287.4349432
187675,11872,teyep,37.49,-112.17,1337.895356
187676,11707,teyep,37.746,-111.61,287.4349432
187677,11707,teyep,37.746,-111.61,287.4349432
187678,11707,teyep,37.746,-111.61,287.4349432
187679,11707,teyep,37.621,-111.795,432.9040075
187680,11874,teyep,37.459,-111.341,3452.059179
187681,11874,teyep,37.459,-111.341,3452.059179
187682,11873,teyep,37.42,-111.793,2319.671436
187683,11873,teyep,37.42,-111.793,2319.671436
187684,11873,teyep,37.42,-111.793,2319.671436
187685,11873,teyep,37.42,-111.793,2319.671436
187686,11873,teyep,37.42,-111.793,2319.671436
187687,11873,teyep,37.42,-111.793,2319.671436
187688,11873,teyep,37.42,-111.793,2319.671436
187689,11873,teyep,37.42,-111.793,2319.671436
187690,11873,teyep,37.42,-111.793,2319.671436
187691,11873,teyep,37.42,-111.793,2319.671436
187692,11873,teyep,37.42,-111.793,2319.671436
187693,11873,teyep,37.42,-111.793,2319.671436
187694,11873,teyep,37.42,-111.793,2319.671436
187695,11707,teyep,37.746,-111.61,287.4349432
187696,11707,teyep,37.746,-111.61,287.4349432
187697,11707,teyep,37.746,-111.61,287.4349432
187698,11873,teyep,37.49,-111.716,1944.330454
187699,11707,teyep,37.746,-111.61,287.4349432
187700,11707,teyep,37.746,-111.61,287.4349432
187702,11872,teyep,37.301,-112.425,1450.293129
187703,11872,teyep,37.301,-112.425,1450.293129
187704,11872,teyep,37.301,-112.425,1450.293129
187705,11872,teyep,37.301,-112.425,1450.293129
187706,11872,teyep,37.301,-112.425,1450.293129
187707,11872,teyep,37.301,-112.425,1450.293129
187708,11872,teyep,37.301,-112.425,1450.293129
187709,11707,teyep,37.63,-111.873,106.0125284
187710,11708,teyep,37.843,-111.284,1067.463273
187711,11708,teyep,37.843,-111.284,1067.463273
187712,11708,teyep,37.843,-111.284,1067.463273
187713,11708,teyep,37.819,-111.4,90.66552927
187714,11872,teyep,37.301,-112.425,1450.293129
187715,11872,teyep,37.301,-112.425,1450.293129
188547,11045,teyeq,39.802,-110.61,1363.293679
188840,6890,teyen,52.315,-113.088,80.17279559
188846,7392,teyeq,50.865,-111.162,4950.058209
189003,9065,teyen,45.889,-104.55,54.35627332
189003,9065,teyen,45.889,-104.55,54.35627332
189403,9222,teyen,45.169,-109.109,769.1784813
189417,13240,teyeq,33.477,-92.132,50.1079808
189513,9895,teyen,43.34,-104.53,1804.018613
189514,7391,teyeq,50.813,-111.631,2034.97465
189515,7391,teyep,50.567,-111.765,404.7631138
189568,7057,teyeo,51.607,-112.891,478.5195607
189572,8398,teyen,47.767,-106.295,997.1646438
190352,11708,teyep,37.8,-111.5,607.9998031
190353,11706,teyeq,37.653,-112.043,319.5402408
190354,12212,teyep,36.486,-108.486,1942.934001
190394,8059,teyep,48.575,-109.733,217.0008037
190693,8902,teyen,46.398,-103.422,425.8694712
190694,8902,teyen,46.398,-103.422,425.8694712
190695,8902,teyen,46.398,-103.422,425.8694712
190696,8900,teyen,46.3,-104.5,1092.386453
190697,8900,teyen,46.3,-104.5,1092.386453
190698,8564,teyen,47.5,-106.4,1681.327908
190699,8398,teyen,47.6,-106.2,333.8379729
190747,11872,teyep,37.301,-112.425,1450.293129
191251,7392,teyep,50.746,-111.493,2993.534184
191252,7057,teyeo,51.746,-112.958,1090.280701
191253,7057,teyeo,51.607,-112.891,478.5195607
191254,7057,teyeo,51.738,-112.961,999.8129869
191255,7391,teyep,50.747,-111.517,2833.013943
191258,7558,teyep,50.4,-111.1,1858.902732
191259,7558,teyep,50.4,-111.1,1858.902732
191260,7558,teyep,50.4,-111.1,1858.902732
191261,7558,teyep,50.4,-111.1,1858.902732
191266,7391,teyeq,50.688,-111.617,2119.07813
191267,7391,teyeq,50.688,-111.617,2119.07813
191268,7391,teyeq,50.688,-111.617,2119.07813
191269,7391,teyeq,50.65,-111.62,1764.556381
191270,7391,teyep,50.733,-111.512,2897.7485
191271,9896,teyen,43.327,-104.352,479.1318386
191272,9071,teyen,45.92,-101.526,1.185141994
191308,7718,teyeo,49.616,-114.107,387.1645574
191366,7057,teyeo,51.746,-112.958,1090.280701
191367,7057,teyeo,51.776,-112.958,1439.305438
191368,12212,teyep,36.103,-108.133,471.6425121
191369,11056,teyen,39.681,-105.003,29.03378756
191374,8735,teyen,46.567,-103.701,2659.725073
191401,7057,teyeo,51.645,-112.888,65.50645459
191402,7057,teyeo,51.662,-112.908,113.3353386
192241,8562,teyen,47.266,-107.126,126.6395608
192242,8397,teyen,47.617,-106.9,3360.318827
192243,8562,teyen,47.266,-107.126,126.6395608
192244,8562,teyen,47.467,-107.367,3041.041074
192246,8397,teyen,47.55,-106.917,2597.113726
192247,8562,teyen,47.266,-107.126,126.6395608
192248,8562,teyen,47.266,-107.126,126.6395608
192249,8397,teyen,47.583,-106.883,2949.096086
192250,8397,teyen,47.583,-106.883,2949.096086
192251,9068,teyen,45.644,-103.488,33.2649543
192252,11377,teyeo,39,-111,1123.909762
192253,11708,teyep,37.8,-111.5,607.9998031
192254,11708,teyep,37.8,-111.5,607.9998031
192255,11708,teyep,37.8,-111.5,607.9998031
192256,11873,teyep,37.469,-111.697,2237.386128
192259,11706,teyeq,37.653,-112.043,319.5402408
192260,11706,teyeq,37.653,-112.043,319.5402408
192261,11706,teyeq,37.653,-112.043,319.5402408
192263,11706,teyeq,37.653,-112.043,319.5402408
193696,7057,teyeo,51.711,-112.928,679.8296531
194178,8397,teyep,47.778,-106.681,2955.92569
194654,8057,teyep,48.998,-110.541,2017.576437
194864,8567,teyen,47.101,-104.689,170.9733061
194867,7059,teyen,51.947,-111.671,1157.57915
194876,12212,teyep,36.3,-108.1,1287.711183
194877,12212,teyeo,36.344,-108.084,1423.959134
194978,12212,teyeo,36.269,-108.167,721.0228977
195187,12213,teyep,36.12,-107.84,1745.632135
195190,11873,teyeq,37.217,-111.531,1972.0608
195191,11873,teyeq,37.294,-111.896,1473.924047
195787,12543,teyeq,35.46,-108.52,340.2578433
196405,7391,teyep,50.734,-111.512,2895.247146
196406,7391,teyep,50.728,-111.563,2576.251088
196407,8053,teyeq,48.934,-112.643,704.4724392
196419,7391,teyep,50.74,-111.516,2854.580701
196420,7391,teyep,50.822,-111.598,2233.83381
196511,12212,teyep,36.1,-108.083,898.8898856
196539,12212,teyep,36.315,-108.031,1784.424517
196540,12212,teyep,36.315,-108.031,1784.424517
196541,12212,teyep,36.086,-108.008,1530.544667
196542,12212,teyep,36.086,-108.008,1530.544667
196543,12213,teyep,36.186,-107.889,1493.143553
196544,12213,teyep,36.184,-107.888,1497.760434
196592,11708,teyep,37.688,-111.446,634.0161484
197478,11707,teyep,37.58,-111.936,148.4002498
199764,12212,teyep,36.394,-108.108,1219.656653
202036,8398,teyen,47.696,-106.228,517.8640931
204724,7223,teyeo,51.495,-112.815,591.6587187
205766,11707,teyep,37.53,-111.762,1338.699399
206061,7891,teyeq,49.076,-110.679,2179.058239
206061,7891,teyeq,49.076,-110.679,2179.058239
206062,8560,teyep,47.279,-108.206,3143.273882
206395,7057,teyeo,51.744,-112.969,1077.085763
206396,7223,teyeo,51.48,-112.86,748.4938191
206397,6557,teyeo,53.264,-113.806,12.04535106
206399,7057,teyeo,51.539,-112.879,1024.043787
206401,7057,teyeo,51.738,-112.961,999.8129869
206554,9067,teyen,45.586,-103.503,309.644067
206775,7392,teyep,50.75,-111.5,2939.819708
206797,9065,teyen,45.952,-104.916,2796.320094
206797,9065,teyen,45.952,-104.916,2796.320094
206798,9065,teyen,45.952,-104.916,2796.320094
206798,9065,teyen,45.952,-104.916,2796.320094
206819,7731,teyen,49.9,-107.9,975.1406436
207633,5882,teyep,55.064,-119.108,1226.144726
209046,12213,teyep,36.17,-107.92,1815.80711
209047,12213,teyep,36.17,-107.92,1815.80711
210046,11389,teyen,38.914,-104.531,181.3416088
210047,11389,teyen,38.914,-104.531,181.3416088
210048,11389,teyen,38.914,-104.531,181.3416088
210049,11389,teyen,38.914,-104.531,181.3416088
210050,11389,teyen,38.914,-104.531,181.3416088
210574,7392,teyep,50.745,-111.489,3021.907436
210631,12211,teyep,36.292,-108.55,1322.231433
212647,7723,teyeq,49.943,-111.691,1352.732657
212648,7557,teyeq,50.114,-111.772,2206.339687
214293,7391,teyep,50.724,-111.565,2573.110965
214477,6557,teyeo,53.252,-113.831,151.6031112
215635,11050,teyep,40,-108.2,682.1497853
216603,9403,teyen,44.942,-101.646,1310.197835
