"","cells","mean_DEM","mean_MGVF","mean_prec","mean_temp","max_DEM","min_DEM","relief","counting_colls$Coll_count","Camp_terr_outcrop","Camp_all_outcrop","Cret_outcrop"
"90",11870,1997.69396972656,66,34.6666679382324,8.16666603088379,1997.69396972656,1997.69396972656,0,2,0,0,0
"91",11871,1754.79382324219,22,32.75,10.8249998092651,1754.79382324219,1754.79382324219,0,2,0,0,0
"92",11872,2097.88931129092,50.8571428571429,32.7817460922968,8.05595193590437,2252.56030273438,2081.60815429688,170.9521484375,11,0,0,0
"93",11873,1822.54045297908,31.3103448275862,21.0076626963999,10.3907089452634,2056.990234375,1498.44909667969,558.541137695312,36,0,0,0
"94",11874,1501.95058275306,20.0869565217391,15.159420552461,12.8387682126916,2036.53259277344,1188.54577636719,847.98681640625,6,0,0,0
"95",12045,1580.48376464844,9,16.9166660308838,11.875,1580.48376464844,1580.48376464844,0,1,0.109999999403954,0.790000021457672,0.790000021457672
"96",12046,1817.54941598993,16.4736842105263,21.4758767579731,10.8504383940446,1877.69567871094,1617.07800292969,260.61767578125,22,0.340000003576279,0.469999998807907,0.469999998807907
"97",12047,1865.65075683594,44,27.25,10.4166669845581,1865.65075683594,1865.65075683594,0,1,0,0,0
"98",12211,1648.34160246672,8.61728395061728,16.8251023233673,11.5715017907413,1657.01098632812,1595.72937011719,61.2816162109375,47,0.370000004768372,0.589999973773956,0.589999973773956
"99",12212,1848.43296946437,7.34405144694534,19.5223740642094,10.7893355314371,1949.54089355469,1645.36145019531,304.179443359375,271,0.720000028610229,0.829999983310699,0.829999983310699
"100",12213,1964.58226084339,11.4870466321244,20.1031950916033,9.89663217969509,2071.88354492188,1889.13342285156,182.750122070312,94,0.200000002980232,0.259999990463257,0.259999990463257
"101",12217,2591.42553710938,82,41.5,5.41666698455811,2591.42553710938,2591.42553710938,0,1,0,0,0
"102",12379,2007.11929199219,18.76,19.75,9.38466701507568,2010.68859863281,1921.45593261719,89.232666015625,27,0.689999997615814,0.870000004768372,0.870000004768372
"103",12380,1981.56819370815,14.1428571428571,20.8928572790963,9.90357140132359,2067.86962890625,1902.49743652344,165.372192382812,9,0.430000007152557,0.660000026226044,0.660000026226044
"104",12381,2435.04313151042,57.6666666666667,41.4444446563721,7.17222245534261,2799.99438476562,2138.89868164062,661.095703125,3,0.0199999995529652,0.129999995231628,0.129999995231628
"105",12543,2205.3466796875,43.5,31.2638883590698,8.32777770360311,2217.1923828125,2202.0673828125,15.125,3,0,0,0
"106",12545,2079.50170898438,13,21.8333339691162,9.66666698455811,2079.50170898438,2079.50170898438,0,1,0.0700000002980232,0.100000001490116,0.100000001490116
"107",12547,1766.04113769531,13,23.25,12.2749996185303,1766.04113769531,1766.04113769531,0,5,0,0,0
"108",13240,66.2761535644531,92,114.75,16.8666667938232,66.2761535644531,66.2761535644531,0,1,0,0,0
"109",13534,1020.419921875,33,34.75,19.4333324432373,1020.419921875,1020.419921875,0,1,0,0,0
