"","cells","mean_DEM","mean_MGVF","mean_prec","mean_temp","max_DEM","min_DEM","relief","mean_plat","counting_colls$Coll_count","mean_Cpre","mean_Ctemp"
"193",290110,1755.04577636719,11,16.1666660308838,11.3666667938232,1755.04577636719,1755.04577636719,0,49.04,2,3.13901909976266e-05,15.9690490722656
"194",290111,1859.22380873736,15.4411764705882,17.2279409240274,10.7887256005231,1954.83959960938,1729.92761230469,224.911987304688,49.0117647058823,15,3.12866880395792e-05,16.135649916705
"195",291766,1815.59692382812,18,18.5,10.3916664123535,1815.59692382812,1815.59692382812,0,48.89,1,3.08874623442534e-05,16.7782531738281
"196",291768,1875.60437011719,20,18.5833339691162,10.4250001907349,1875.60437011719,1875.60437011719,0,48.89,3,3.08874623442534e-05,16.7782531738281
"197",291777,1231.51525878906,12,13.0833330154419,14.0416669845581,1231.51525878906,1231.51525878906,0,48.63,1,2.87907696474576e-05,16.4482666015625
"198",291780,1971.79711914062,22,22.9166660308838,10.216667175293,1971.79711914062,1971.79711914062,0,48.6,1,2.87907696474576e-05,16.4482666015625
"199",292593,2140.72265625,46,24,7.11666679382324,2140.72265625,2140.72265625,0,48.89,1,3.29841568600386e-05,17.1082397460938
"200",292594,1818.18371582031,26,19.6666660308838,9.75833320617676,1818.18371582031,1818.18371582031,0,48.88,19,3.29841568600386e-05,17.1082397460938
"201",292596,1875.48596191406,13,19.75,9.71666622161865,1875.48596191406,1875.48596191406,0,48.9,10,3.29841568600386e-05,17.1082397460938
"202",293419,2175.04296875,36,25.3333339691162,6.89166688919067,2175.04296875,2175.04296875,0,48.9,1,3.29841568600386e-05,17.1082397460938
"203",293420,1959.60827636719,27,21.8333339691162,8.69999980926514,1959.60827636719,1959.60827636719,0,NA,5,NA,NA
"204",293422,2141.68806340144,33.2307692307692,24.3269230769231,7.39166659575242,2189.86987304688,2090.05053710938,99.8193359375,48.8330769230769,8,3.29841568600386e-05,17.1082397460938
"205",293423,2300.57358398438,66.2,26.7499996185303,6.5649998664856,2616.63696289062,2184.03247070312,432.6044921875,48.828,4,3.29841568600386e-05,17.1082397460938
"206",293426,1702.73669433594,17,17.5833339691162,11.2583332061768,1702.73669433594,1702.73669433594,0,48.78,1,3.29841568600386e-05,17.1082397460938
"207",294242,2715.18061065674,90.359375,42.0325508117676,3.93554692715406,2758.12719726562,2691.08862304688,67.03857421875,49.05,2,3.64148327207658e-05,16.4995056152344
"208",294248,2477.67236328125,67,33.5833320617676,4.78333330154419,2477.67236328125,2477.67236328125,0,48.86,1,3.56368582288269e-05,17.2434631347656
"209",294251,2075.48767807904,40.5294117647059,23.7696081049302,8.0088233386769,2104.51025390625,2034.02685546875,70.4833984375,48.8058823529412,6,3.29841568600386e-05,17.1082397460938
"210",294253,2080.00792236328,37.4,23.9666669845581,8.38583307266235,2137.455078125,1953.75598144531,183.699096679688,48.727,8,3.29841568600386e-05,17.1082397460938
"211",294254,1894.30004882812,45,21.8333339691162,9.10833358764648,1894.30004882812,1894.30004882812,0,48.67,1,3.29841568600386e-05,17.1082397460938
"212",294257,1591.15014648438,12,16,12.341667175293,1591.15014648438,1591.15014648438,0,48.67,5,3.29841568600386e-05,17.1082397460938
"213",295079,2252.56030273438,40,28.3333339691162,7.08333349227905,2252.56030273438,2252.56030273438,0,48.77,1,3.56368582288269e-05,17.2434631347656
"214",295082,1775.91967773438,28,21.0833339691162,10.4083337783813,1775.91967773438,1775.91967773438,0,48.63,1,3.29841568600386e-05,17.1082397460938
"215",295083,1770.60544002757,30.2745098039216,20.7238558974921,10.5689544303744,2056.990234375,1732.85095214844,324.139282226562,48.6086274509804,23,3.29841568600386e-05,17.1082397460938
"216",295084,1974.919921875,41,23.0833339691162,9.28333377838135,1974.919921875,1974.919921875,0,48.64,4,3.29841568600386e-05,17.1082397460938
"217",295085,1973.37512207031,36,21.75,9.69166660308838,1973.37512207031,1973.37512207031,0,48.58,5,3.29841568600386e-05,17.1082397460938
"218",295087,2036.53259277344,32,22.1666660308838,9.72499942779541,2036.53259277344,2036.53259277344,0,48.54,2,3.29841568600386e-05,17.1082397460938
"219",295089,1491.41833496094,20,14.9166669845581,12.8666667938232,1491.41833496094,1491.41833496094,0,48.45,3,3.08874623442534e-05,16.7782531738281
"220",295906,2081.60815429688,52,33.25,8.15833282470703,2081.60815429688,2081.60815429688,0,48.66,10,3.56368582288269e-05,17.2434631347656
"221",296732,1754.79382324219,22,32.75,10.8249998092651,1754.79382324219,1754.79382324219,0,48.68,2,3.56368582288269e-05,17.2434631347656
"222",296742,1615.37902832031,19,20.25,11.8333330154419,1615.37902832031,1615.37902832031,0,48.52,1,3.29841568600386e-05,17.1082397460938
"223",296745,1520.96960449219,13,17.1666660308838,12.966667175293,1520.96960449219,1520.96960449219,0,48.36,1,3.29841568600386e-05,17.1082397460938
"224",297574,1498.44909667969,9,17.75,13.1083335876465,1498.44909667969,1498.44909667969,0,48.36,1,3.29841568600386e-05,17.1082397460938
"225",297577,1188.54577636719,10,13.25,15.3666667938232,1188.54577636719,1188.54577636719,0,48.27,1,3.29841568600386e-05,17.1082397460938
"226",299269,1869.55678710937,29.6,27.75,10.1583333969116,1877.69567871094,1837.00122070312,40.6944580078125,47.276,3,2.54887600021902e-05,16.5149169921875
"227",300103,1865.65075683594,44,27.25,10.4166669845581,1865.65075683594,1865.65075683594,0,47.03,1,2.54887600021902e-05,16.5149169921875
"228",300926,1617.07800292969,8,18.4166660308838,11.3999996185303,1617.07800292969,1617.07800292969,0,47.08,1,2.69457541435258e-05,16.9703918457031
"229",300928,1663.486328125,28,20.0416669845581,11.1833333969116,1709.10168457031,1617.87097167969,91.230712890625,47.035,2,2.6217257072858e-05,16.7426544189453
"230",301756,1636.87561035156,6,18.25,11.6875,1644.34558105469,1629.40563964844,14.93994140625,47.015,2,2.69457541435258e-05,16.9703918457031
"231",302585,1580.48376464844,9,16.9166660308838,11.875,1580.48376464844,1580.48376464844,0,47.01,1,2.69457541435258e-05,16.9703918457031
"232",302586,1733.89184570312,6,19.25,11.3583335876465,1733.89184570312,1733.89184570312,0,46.9,2,2.71348890237277e-05,17.780908203125
"233",302587,1847.44262695312,15,20.9166660308838,10.8333330154419,1847.44262695312,1847.44262695312,0,NA,12,NA,NA
"234",303415,1617.29870605469,8.33333333333333,16.8333333333333,11.8194446563721,1628.08337402344,1595.72937011719,32.35400390625,46.9033333333333,2,2.71348890237277e-05,17.780908203125
"235",303416,1645.36145019531,6,17.3333339691162,11.7583332061768,1645.36145019531,1645.36145019531,0,46.89,2,2.71348890237277e-05,17.780908203125
"236",303417,1835.14898681641,8,20.1666669845581,11.0166668891907,1867.35534667969,1802.94262695312,64.4127197265625,46.81,2,2.71348890237277e-05,17.780908203125
"237",303418,1890.20263671875,8,20.5833339691162,10.8333330154419,1890.20263671875,1890.20263671875,0,46.76,1,2.71348890237277e-05,17.780908203125
"238",303420,1872.39709472656,12,21.9166660308838,10.6333332061768,1872.39709472656,1872.39709472656,0,46.79,7,2.59308017120929e-05,17.3807006835938
"239",304245,1632.60888671875,6.66666666666667,16.75,11.7416667938232,1636.21313476562,1630.80676269531,5.4063720703125,46.79,2,2.71348890237277e-05,17.780908203125
"240",304248,1898.14763183594,15.8,20.4333333333333,10.7411113739014,1905.64001464844,1856.82141113281,48.818603515625,46.684,5,2.71348890237277e-05,17.780908203125
"241",304249,1845.86591932509,5.61111111111111,19.5416662428114,10.8643519348568,1914.46875,1813.82165527344,100.647094726562,46.6388888888889,22,2.69342078051219e-05,17.7142069498698
"242",304250,1915.52090808957,7.86821705426357,20.7390182406403,10.4866924359817,1949.54089355469,1883.01354980469,66.52734375,46.6393798449612,56,2.59308017120929e-05,17.3807006835938
"243",305075,1651.58404032389,8.72222222222222,16.8275456693437,11.5437496768104,1657.01098632812,1641.87170410156,15.1392822265625,46.7135714285714,43,2.71348890237277e-05,17.780908203125
"244",305076,1692.41027832031,9,17.25,11.4583330154419,1692.41027832031,1692.41027832031,0,NA,1,NA,NA
"245",305078,1799.08440558465,5,18.4835165883159,11.1317763904949,1833.29516601562,1766.78686523438,66.50830078125,46.6173626373626,27,2.71348890237277e-05,17.780908203125
"246",305079,1832.63769945048,6.90960451977401,19.1807908742441,10.8782488612805,1865.07092285156,1809.63708496094,55.433837890625,46.6009090909091,93,2.71348890237277e-05,17.780908203125
"247",305080,1854.47002224392,7.51111111111111,19.5259258270264,10.6283333248562,1868.35339355469,1819.05017089844,49.30322265625,46.5778409090909,36,2.71212062133683e-05,17.7763603904031
"248",305081,1959.96824645996,9.125,20.71875,10.0031245946884,1995.03991699219,1954.9580078125,40.0819091796875,46.4975,6,2.59308017120929e-05,17.3807006835938
"249",305082,2062.6318359375,18.3333333333333,21.6388886769613,9.35555585225423,2071.88354492188,2044.12841796875,27.755126953125,46.5066666666667,2,2.59308017120929e-05,17.3807006835938
"250",305104,2591.42553710938,82,41.5,5.41666698455811,2591.42553710938,2591.42553710938,0,45.88,1,2.47576554102125e-05,17.4548889160156
"251",305908,1856.93225097656,10,19,10.7416667938232,1856.93225097656,1856.93225097656,0,46.53,1,2.71348890237277e-05,17.780908203125
"252",305909,1875.20659179688,7.35,19.5166672706604,10.5450003623962,1878.69714355469,1828.19055175781,50.506591796875,46.4605,4,2.71348890237277e-05,17.780908203125
"253",305910,1848.35129394531,10.35,19.0041666984558,10.652499961853,1903.328125,1836.06298828125,67.26513671875,46.438,6,2.71348890237277e-05,17.780908203125
"254",305911,1918.74967817827,6.32727272727273,19.7712122136896,10.2375756870617,1928.533203125,1889.13342285156,39.3997802734375,46.4312962962963,18,2.59308017120929e-05,17.3807006835938
"255",305912,1972.6153116862,10.8333333333333,20.3333332061768,9.88000027338664,2019.72351074219,1939.52136230469,80.2021484375,46.4226666666667,20,2.59308017120929e-05,17.3807006835938
"256",305913,2010.41868716381,15.3934426229508,20.3087430547495,9.6045084781334,2031.5087890625,1983.31494140625,48.19384765625,46.3694230769231,25,2.59308017120929e-05,17.3807006835938
"257",306739,1809.28442382812,10,18.1666660308838,10.6916666030884,1809.28442382812,1809.28442382812,0,NA,3,NA,NA
"258",306740,1856.65456542969,11.4,19.0166664123535,10.4466669082642,1874.44470214844,1829.96936035156,44.475341796875,46.396,5,2.71348890237277e-05,17.780908203125
"259",306741,1906.599609375,11,19.75,10.1416664123535,1906.599609375,1906.599609375,0,46.35,10,2.59308017120929e-05,17.3807006835938
"260",306742,1944.34631347656,14,19.75,9.92500019073486,1944.34631347656,1944.34631347656,0,46.35,1,2.59308017120929e-05,17.3807006835938
"261",306743,1983.23779296875,17,19.9166660308838,9.64999961853027,1983.23779296875,1983.23779296875,0,46.27,9,2.59308017120929e-05,17.3807006835938
"262",306744,2012.85485839844,12,19.75,9.42500019073486,2012.85485839844,2012.85485839844,0,46.22,3,2.59308017120929e-05,17.3807006835938
"263",307571,1921.45593261719,13,19.75,10.2166662216187,1921.45593261719,1921.45593261719,0,46.25,1,2.71348890237277e-05,17.780908203125
"264",307575,2010.68859863281,19,19.75,9.35000038146973,2010.68859863281,2010.68859863281,0,46.18,26,2.59308017120929e-05,17.3807006835938
"265",307576,2058.93542480469,10.5,20.125,8.91249990463257,2063.53491210938,2054.3359375,9.198974609375,46.13,2,2.59308017120929e-05,17.3807006835938
"266",307577,2066.95434570312,13.5,20.3333339691162,9.13333320617676,2067.86962890625,2066.0390625,1.83056640625,46.065,2,2.59308017120929e-05,17.3807006835938
"267",307578,2056.30090332031,13,21.375,9.35000038146973,2065.42065429688,2047.18115234375,18.239501953125,46.01,2,2.59308017120929e-05,17.3807006835938
"268",307581,2138.89868164062,41,27.8333339691162,8.53333377838135,2138.89868164062,2138.89868164062,0,NA,1,NA,NA
"269",307585,2799.99438476562,90,57.0833320617676,4.125,2799.99438476562,2799.99438476562,0,45.83,1,2.55652503255988e-05,17.8507019042969
"270",308406,2060.09130859375,19,20.0833339691162,9.01666641235352,2060.09130859375,2060.09130859375,0,46.06,1,2.59308017120929e-05,17.3807006835938
"271",309239,1902.49743652344,15,21.25,10.6916666030884,1902.49743652344,1902.49743652344,0,45.81,2,2.6372845240985e-05,18.2465148925781
"272",310072,2366.236328125,42,39.4166679382324,8.85833358764648,2366.236328125,2366.236328125,0,NA,1,NA,NA
"273",311714,2206.6181640625,39,30.6666660308838,8.54166698455811,2206.6181640625,2206.6181640625,0,45.96,1,2.87059501715703e-05,18.7836547851563
"274",311715,2217.1923828125,50,32.25,8.39166641235352,2217.1923828125,2217.1923828125,0,NA,1,NA,NA
"275",311724,2079.50170898438,13,21.8333339691162,9.66666698455811,2079.50170898438,2079.50170898438,0,NA,1,NA,NA
"276",312544,2202.0673828125,43,31.1666660308838,8.25833320617676,2202.0673828125,2202.0673828125,0,45.9,1,2.87059501715703e-05,18.7836547851563
"277",312561,1766.04113769531,13,23.25,12.2749996185303,1766.04113769531,1766.04113769531,0,NA,5,NA,NA
"278",318654,35.6740989685059,88,100.833335876465,16.6749992370605,35.6740989685059,35.6740989685059,0,36.6,2,5.04781855852343e-05,24.5706115722656
"279",321874,79.538932800293,93,119.25,16.4333324432373,79.538932800293,79.538932800293,0,39.25,1,5.52544224774465e-05,15.1846252441406
"280",321963,26.2165391710069,92.6666666666667,97.6018541124132,17.1379627651638,32.5777130126953,25.4213924407959,7.15632057189941,36.5711111111111,2,4.74404187116306e-05,24.5212036132813
"281",338249,1020.419921875,33,34.75,19.4333324432373,1020.419921875,1020.419921875,0,43.22,1,3.00109732052078e-05,21.0041137695313
"282",340766,1534.49914550781,32,26.5833339691162,15.25,1534.49914550781,1534.49914550781,0,NA,1,NA,NA
"283",341596,1497.40466308594,29,25.8333339691162,15.4250001907349,1497.40466308594,1497.40466308594,0,42.51,1,3.04271252389299e-05,21.2825256347656
"284",359904,1046.89672851562,17,30,18.408332824707,1046.89672851562,1046.89672851562,0,39.18,1,4.25052166974638e-05,23.8101135253906
"285",360741,711.47802734375,28,24.6666660308838,19.908332824707,711.47802734375,711.47802734375,0,NA,1,NA,NA
"286",361567,1033.95257568359,20.75,29.4166665077209,19.1083335876465,1070.87670898438,990.982177734375,79.89453125,NA,3,NA,NA
"287",361569,943.963500976562,10,27.6666660308838,19.716667175293,943.963500976562,943.963500976562,0,NA,1,NA,NA
"288",361570,868.117553710938,19,25.75,19.8500003814697,868.117553710938,868.117553710938,0,NA,2,NA,NA
"289",362395,797.663315993089,11.4615384615385,26.6987181443434,20.6192304171049,799.4775390625,796.680236816406,2.79730224609375,38.758,4,4.47398597316351e-05,24.4981628417969
"290",362396,850.850830078125,17,27.1666660308838,20.4500007629395,850.850830078125,850.850830078125,0,38.78,1,4.81314127682708e-05,24.76259765625
"291",362398,1081.80798339844,34,29,18.9416675567627,1081.80798339844,1081.80798339844,0,38.71,1,4.81314127682708e-05,24.76259765625
"292",363224,782.21203918457,17.35,26.4666667938232,20.5266667366028,821.283142089844,728.431762695312,92.8513793945312,38.7427272727273,11,4.47398597316351e-05,24.4981628417969
"293",363225,744.17838631689,12.3893805309735,26.2758111194172,20.8623896067121,826.418273925781,711.645446777344,114.772827148438,38.7013513513514,20,4.47398597316351e-05,24.4981628417969
"294",363228,1486.00805664062,44,34.8333320617676,17.3583335876465,1486.00805664062,1486.00805664062,0,NA,3,NA,NA
"295",363229,970.915344238281,30,26.1666660308838,19.8833332061768,970.915344238281,970.915344238281,0,38.58,1,4.81314127682708e-05,24.76259765625
"296",363230,619.180501302083,14,22.5833339691162,21.6000003814697,623.363403320312,610.814697265625,12.5487060546875,NA,2,NA,NA
"297",364057,1258.708984375,39,29.9166660308838,18.5833339691162,1258.708984375,1258.708984375,0,NA,1,NA,NA
"298",364058,785.525573730469,16,24.1666660308838,20.841667175293,785.525573730469,785.525573730469,0,38.52,1,4.81314127682708e-05,24.76259765625
"299",364059,710.390496722722,16.7796610169492,23.2429383164745,21.1321321422771,797.598999023438,695.386901855469,102.212097167969,38.483738317757,16,4.81314127682708e-05,24.76259765625
"300",364060,601.976440429688,11.3333333333333,22.3611113230387,21.8083330790202,629.224365234375,588.352478027344,40.8718872070312,38.54,3,4.81314127682708e-05,24.76259765625
"301",364888,686.481140136719,13,23.3333339691162,21.591667175293,686.481140136719,686.481140136719,0,NA,1,NA,NA
"302",364889,624.210906982422,11.75,22.75,21.2958326339722,624.426635742188,623.563720703125,0.8629150390625,NA,4,NA,NA
