"","p(Int)","psi(Int)","p(LAND)","p(MGVF)","p(OUTa)","p(RAIN)","p(SEDf)","p(TEMP)","psi(PDEM)","psi(Ppre)","psi(Ptem)","df","logLik","AIC","delta","weight"
"369",-0.17955126752133,1.42608184054613,NA,NA,NA,NA,-0.055900885132448,-0.0779587478421864,-0.261523985745908,NA,0.443079217054051,6,-269.110141924927,550.220283849853,6.01134254927717,0.00164601976247698
"433",-0.00526626501431062,1.48060467244896,NA,NA,NA,NA,-0.0536489948434091,-0.102403930506949,NA,0.0572611714627808,0.32271841033898,6,-269.113622256125,550.22724451225,6.01830321167427,0.00164030102586538
"403",-0.745446365251014,1.45339789863955,NA,0.154677866915908,NA,NA,-0.145830177973526,NA,NA,-0.0402324416214434,0.464341867597021,6,-269.11636493529,550.23272987058,6.02378857000372,0.00163580837019067
"241",0.136827525737493,1.59416189099514,NA,NA,NA,NA,-0.00713426098208587,-0.12316257144749,0.569852210809403,-0.0931225888720089,NA,6,-269.116565121892,550.233130243785,6.02418894320851,0.00163548093604592
"313",-0.0186469911991053,1.47380814224228,NA,NA,NA,-0.0129399040504694,-0.0578372188000136,-0.100837517341775,NA,NA,0.333447967868425,6,-269.117725126957,550.235450253913,6.02650895333704,0.00163358486981343
"233",0.135797890505312,1.59458255086172,NA,NA,NA,0.00348939686835457,NA,-0.122936175644606,0.572517182922207,-0.0917972821797831,NA,6,-269.117747262886,550.235494525771,6.0265532251949,0.00163354870929508
"121",0.140899369906782,1.60193883358004,NA,NA,NA,0.00353279043049002,-0.00602305073148714,-0.123775308313285,0.499223670139273,NA,NA,6,-269.131129930262,550.262259860524,6.05331855994814,0.00161183310075493
"459",-0.792844592378695,1.5251495160453,NA,0.254604454440315,NA,-0.245508990504038,NA,NA,-0.664139499207181,0.242502857760479,0.539717669457156,7,-268.131566551441,550.263133102882,6.05419180230615,0.00161112949390212
"425",0.00429642708849082,1.48274609816815,NA,NA,NA,-0.0141802343436271,NA,-0.104479267826641,NA,0.0644361231280155,0.243437686636073,6,-269.138593197686,550.277186395372,6.06824509479588,0.00159984833765693
"213",-0.809505431386653,1.69064926048537,NA,NA,0.126781049807463,NA,0.113295054320551,NA,-0.598835532594002,0.390763518434794,NA,6,-269.159651917309,550.319303834617,6.11036253404086,0.00156650984510116
"119",-0.10686669563304,1.62095978137755,NA,0.136832238929703,0.135605583486643,NA,-0.018141975222556,-0.0904897843824126,0.559923260282095,NA,NA,7,-268.216928657519,550.433857315039,6.22491601446279,0.00147930646905082
"347",-0.787771204734477,1.50595266156259,NA,0.263437215518523,NA,-0.245531927728153,-0.0653849045816998,NA,-0.502441793255821,NA,0.584380824421417,7,-268.217338284414,550.434676568827,6.22573526825101,0.00147870062942903
"359",-0.0871241973032476,1.64296797674688,NA,0.133939376578265,0.13713759133893,NA,NA,-0.0934844710819095,0.624769232954001,NA,-0.0657255541418835,7,-268.222723450238,550.445446900476,6.23650559989949,0.00147075898406606
"231",-0.10383340109969,1.61918945300245,NA,0.134522086214523,0.134975419953079,NA,NA,-0.0909058268155214,0.588776871778857,-0.0371190570749468,NA,7,-268.224034210248,550.448068420496,6.23912711992023,0.00146883243490249
"363",-0.719395416364749,1.49853724099778,NA,0.246213240207025,NA,-0.239777119734873,NA,-0.0093738357006605,-0.477374239234729,NA,0.511580019050511,7,-268.239246709984,550.478493419967,6.26955211939116,0.0014466569220204
"457",-0.773461921266658,1.49862656907824,NA,NA,NA,-0.0373956189669822,NA,NA,-0.699785819799488,0.223808199710431,0.561331910278153,6,-269.242319723283,550.484639446565,6.27569814598894,0.0014422181497563
"185",0.0106376457947388,1.49858168380298,NA,NA,NA,-0.023037306501383,0.0127630331647024,-0.10621459358951,NA,0.105059107659616,NA,6,-269.263428145777,550.526856291553,6.3179149909771,0.00141209425220675
"66",-0.529831438522303,1.37369830899819,"+",NA,NA,NA,NA,NA,-0.214015905366994,NA,NA,6,-269.268414461239,550.536828922477,6.32788762190125,0.00140507063035274
"465",-0.763738261266452,1.46983733727403,NA,NA,NA,NA,0.0271141166279367,NA,-0.662471219462409,0.230312736360228,0.523607432727428,6,-269.26899298915,550.5379859783,6.32904467772346,0.00140425799286542
"315",-0.379728880579514,1.54476018798665,NA,0.245441444436785,NA,-0.205548752823697,-0.146593926740596,-0.0547591887172927,NA,NA,0.456213435359123,7,-268.286883276949,550.573766553897,6.36482525332133,0.00137935880415935
"18",-0.483275158349316,1.34220853251261,"+",NA,NA,NA,0.0817236244746079,NA,NA,NA,NA,6,-269.298902286187,550.597804572374,6.38886327179773,0.00136287950872945
"258",-0.474238914087787,1.35991811560103,"+",NA,NA,NA,NA,NA,NA,NA,0.203641446331925,6,-269.30103873553,550.602077471059,6.39313617048288,0.00135997089385953
"423",-0.224007098323915,1.51520827070936,NA,0.130117777316673,0.135324323692501,NA,NA,-0.0740308039175629,NA,0.151658307192286,0.241859859266202,7,-268.305954284053,550.611908568107,6.40296726753047,0.00135330229427978
"311",-0.290257172279668,1.47733963013907,NA,0.135358549476687,0.125838991098166,NA,-0.0689166459257584,-0.063963223989084,NA,NA,0.35691892068098,7,-268.313316507203,550.626633014405,6.4176917138293,0.00134337556702887
"345",-0.770800972229251,1.48144583721489,NA,NA,NA,-0.0405998141615271,0.0253101405470463,NA,-0.542540020610085,NA,0.528410444694993,6,-269.334738583652,550.669477167304,6.46053586672815,0.00131490372473788
"455",-0.769078688465643,1.48476436020311,NA,0.141534983307473,0.137375062937779,NA,NA,NA,-0.598948630901183,0.305798308817692,0.487031750615799,7,-268.335637430329,550.671274860658,6.46233356008179,0.00131372235890748
"93",-0.795925265724539,1.57260354496058,NA,NA,0.104702929280127,-0.0392814567973454,0.110418369071367,NA,-0.307197719493032,NA,NA,6,-269.365949041381,550.731898082762,6.52295678218604,0.00127449878573275
"463",-0.817787220466792,1.59764002150038,NA,0.31446317325359,0.158430031304988,-0.276161409030485,NA,NA,-0.699882657814624,0.339604100843095,0.500080224410618,8,-267.383195016796,550.766390033591,6.55744873301489,0.00125270725918083
"130",-0.496908150759971,1.3524017266293,"+",NA,NA,NA,NA,NA,NA,-0.0523610003911162,NA,6,-269.399950273859,550.799900547718,6.590959247142,0.00123189269070283
"10",-0.495535181577366,1.3603881188069,"+",NA,NA,0.00522537779610032,NA,NA,NA,NA,NA,6,-269.41114945202,550.82229890404,6.61335760346333,0.00121817347037142
"427",-0.324421799641357,1.51932477938647,NA,0.22430275347055,NA,-0.194263618874597,NA,-0.0629167807772637,NA,0.039057787108972,0.266141710831743,7,-268.415173004748,550.830346009496,6.62140470891984,0.00121328193246065
